id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,status,first_seen,last_seen
c8d75af122950bd5,"1223 COLUMBIA ST ORLANDO, 32805",1300000.0,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1630035-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.902580+00:00,2026-08-28T19:35:08.902580+00:00
85627ce7e898d1e8,Oviedo Executive Center,550000.0,,,Oviedo,FL,other,https://millenia-partners.com/listings?propertyId=830769-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.903474+00:00,2026-08-28T19:35:08.903474+00:00
416079f06a1074b7,Bay Street Business Center,2500000.0,,,Eustis,FL,other,https://millenia-partners.com/listings?propertyId=1679117-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.904322+00:00,2026-08-28T19:35:08.904322+00:00
1696ce2b1543144f,Find yournext property,,,,Eustis,FL,other,https://millenia-partners.com/listings?propertyId=1675577-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.905180+00:00,2026-08-28T19:35:08.905180+00:00
f3017470a532584e,Developer Closeout - Last Pad Ready Lot,625000.0,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1349336-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.906211+00:00,2026-08-28T19:35:08.906211+00:00
98498043d1e52ffe,Windermere Business Center,,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1577045-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.907193+00:00,2026-08-28T19:35:08.907193+00:00
c2fc34e5cfb5af46,125 West Pineview Street,,,,Altamonte Springs,FL,other,https://millenia-partners.com/listings?propertyId=1578326-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.908031+00:00,2026-08-28T19:35:08.908031+00:00
62180f7bf7eccb95,Find yournext property,,,,St Kissimmee,FL,other,https://millenia-partners.com/listings?propertyId=1544518-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.908890+00:00,2026-08-28T19:35:08.908890+00:00
6554244f7061ad24,Find yournext property,,,,Ocoee,FL,other,https://millenia-partners.com/listings?propertyId=1616828-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.909729+00:00,2026-08-28T19:35:08.909729+00:00
9f6acbe54c3eab50,Find yournext property,,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1614896-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.910556+00:00,2026-08-28T19:35:08.910556+00:00
ae2d2ed0ea3a604f,Find yournext property,,,,Rd Kissimmee,FL,other,https://millenia-partners.com/listings?propertyId=899701-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.911402+00:00,2026-08-28T19:35:08.911402+00:00
ab52209500c444e9,4589 Henry C. Yates Lane,1525000.0,,,Cloud,FL,other,https://millenia-partners.com/listings?propertyId=1611059-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.912329+00:00,2026-08-28T19:35:08.912329+00:00
4771ac96f7eba04a,"2320 North Blvd W # I 3, I 4",,,,Davenport,FL,other,https://millenia-partners.com/listings?propertyId=1617845-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-28T19:35:08.913158+00:00,2026-08-28T19:35:08.913158+00:00
