id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,first_seen,last_seen
3e51dadff0c0c8ba,All Listings Below Have Sold Or Are Currently Active & Available. ​Updated 11/21/2025,,,,,,other,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,All Listings Below Have Sold Or Are Currently Active & Available. ​Updated 11/21/2025,2026-07-03T20:37:32.928348+00:00,2026-07-03T20:37:32.928348+00:00
cf4d79e530a5a02e,"​ $55,000 WOW. This is a great deal for an established laundromat with over 25 years at its location",55000.0,,,,,vending,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"​ $55,000 WOW. This is a great deal for an established laundromat with over 25 years at its location. Machines are in good working order w/22 washers, 26 dryers, 2 change machines & soap vending. Currently run unattended with some part-time help. Rent is currently $4300 but landlord is open to negotiate lease to 3500 and this includes CAM and taxes. 2600 sq ft with $1800 per week in coin revenue. This wont last long.",2026-07-03T20:37:32.929002+00:00,2026-07-03T20:37:32.929002+00:00
a448cfb9dc6f98b6,"This business is ready to go. Very little to do. Positive Cash Flow of $70,000. Store is currently o",70000.0,70000.0,,,,plumbing,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"This business is ready to go. Very little to do. Positive Cash Flow of $70,000. Store is currently owner operated. Newer equipment with over 45 washers & dryers about 6 years old. Approx 3000 sq ft with plenty of storage and room to expand.. Rent includes water & sewer. Vibrant Wash & Fold business. Well maintained shopping plaza with excellent parking. Stable business with plenty of room to grow. 40+ years in same location.",2026-07-03T20:37:32.929610+00:00,2026-07-03T20:37:32.929610+00:00
9f42e2621b1669b4,Great location in well maintained strip mall in center of town. Over 15 years at this location. Appr,,,,,,cleaning,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,Great location in well maintained strip mall in center of town. Over 15 years at this location. Approx 27 washers & 28 dryers. Vibrant wash & fold business. Solid and stable coin laundromat business. Dry Cleaning services that can be expanded to increase revenue. Rent includes water & sewer. Bright and open floor plan (approx 2000 sq ft) with great staff.,2026-07-03T20:37:32.930101+00:00,2026-07-03T20:37:32.930101+00:00
050f52918db46447,2 Businesses for the price of 1. Stay and build with current concept (recommended) or create your ow,100000.0,40000.0,,,,restaurant,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"2 Businesses for the price of 1. Stay and build with current concept (recommended) or create your own. Restaurant is building a “virtual restaurant concept” platform as a separate company.  You have the option to exclude that entity and lower the sales price. Call for details. This restaurant is poised to grow. Cash flow with owner working 10-15 hours a week is approximately $40,000. A working owner can position this to $75,000-$80,000. Even better, this restaurant is closed 2 days a week and mornings, convert that to working hours and the possibilities for $100,000 plus are realistic. 10 Key Items: 1) Restaurant is 4+ years old,  2) Extremely clean, 3) Equipment in excellent working condition, 4) Fully equipped with a build out estimated over $100,000, 5) Seasoned staff, 6) Low labor costs, 7) Simple but unique menu, 8) Wine & Beer license, 9) Profitable & 10) Plenty of room for growth.​ Great location in Southbury/Woodbury area in well maintained complex off main street.",2026-07-03T20:37:32.931273+00:00,2026-07-03T20:37:32.931273+00:00
341ac77f152110d9,High potential Laundromat. Looking to retire? Additional Income? Store can be run absentee or owner ,269000.0,,,,,cleaning,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"High potential Laundromat. Looking to retire? Additional Income? Store can be run absentee or owner can put in a few hours (recommended). 2200 sq ft & very well maintained. Auto locks with camera systems and alarm. 23 new washers (3-5 years old) & 24 dryers. Vibrant Wash & Fold service. Drop off dry cleaning. Many Updates: AC, WiFi, lights, signage, 2 change machines, snack & soap vending, newer floor & ceilings, etc. Excellent parking in newly paved lot. Solid employees with experience. Stable business with room for growth. 30+ year history in central location. Price reduced from $269,000 to $239,000.",2026-07-03T20:37:32.932043+00:00,2026-07-03T20:37:32.932043+00:00
977045ec35d85a57,"Established Drop Store - Scarsdale Area ONLY $25,000 60 year old dry cleaning drop store with all th",25000.0,,,,,cleaning,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"Established Drop Store - Scarsdale Area ONLY $25,000 60 year old dry cleaning drop store with all the equipment you need to walk right in and take over. This includes: Two tier movable rack, stationary racks, commercial laundry washer, large commercial dryer, alteration equipment, POS, , etc. Perfect location on a busy road with plenty of activity. . This is a full-service business handling dry cleaning, wash & fold, alterations, rug cleaning, comforter cleaning, etc. Ideal for owner operator or existing plant to capitalize on Covid downturn and purchase this store at an unbelievable price. Owner of 20 years is retiring. Make your investment back in less than a year. All set to take over with limited training required and easy transition.",2026-07-03T20:37:32.932915+00:00,2026-07-03T20:37:32.932915+00:00
5f90969ecc379532,"​ 7. Profitable Laundromat - Unattended in Hartford, CT - $229,000 - SOLD 2022",229000.0,,,Hartford,CT,other,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"​ 7. Profitable Laundromat - Unattended in Hartford, CT - $229,000 - SOLD 2022",2026-07-03T20:37:32.933045+00:00,2026-07-03T20:37:32.933045+00:00
10f990d232872ef6,"Well maintained, Very clean and Very Busy laundromat in Hartford.  Machines are well maintained and ",75000.0,75000.0,,,,retail,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"Well maintained, Very clean and Very Busy laundromat in Hartford.  Machines are well maintained and all working. 20 Dryers: Six = 75lb & Fourteen = 30lb. 17 Washers: One = 80lb, Two = 60lb, Eight = 30lb & Seven = 20lb. Store is run unattended. Great potential and need for Wash & Fold as none exist. Excellent rent at $3100 Gross for approx 2,000 sq ft. Owner cash Flow approx $75,000. This is one worth looking at. Perfect area for laundromat with large apartment building next door and good retail businesses.",2026-07-03T20:37:32.933707+00:00,2026-07-03T20:37:32.933707+00:00
52137a9f399da48d,​ Established pizzeria in great location with a neighborhood feel. This pizza restaurant offers quit,,,,,,restaurant,https://laundromat-broker.com/listings.html,john m. bedosky,laundromat-broker.com,"​ Established pizzeria in great location with a neighborhood feel. This pizza restaurant offers quite a bit. Excellent parking, indoor seating, delivery, takeout, catering, great menu, fully equipped with dough maker, walk-in, pizza ovens, etc. Most equipment is 2 years old. Great opportunity for an owner operator to work the store and shave some payroll costs. Other areas for growth are increasing delivery zone and catering. Everything is here and ready to go.",2026-07-03T20:37:32.934324+00:00,2026-07-03T20:37:32.934324+00:00
