id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,status,first_seen,last_seen
79ebc0c42559b628,Atlanta's Premier M&A Advisory Firm and Business Brokerage,,,,Atlanta,GA,other,https://mcreek.com/,john marsh,mcreek.com,"Andrew Neitlich Founder and CEO The Center for Executive Coaching ""John Marsh and Marsh Creek Advisors provide an amazing service, one that can only be described as life changing. I worked with him to sell my business and he led me through the process masterfully. Only a handful of businesses successfully sell. If you want to sell your business, you need the right professional in your corner and John is exactly that. John did an excellent job valuing my business, marketing it to the right buyers, and — most importantly — helping me navigate the stressful process of negotiating and preparing for sale. There were a number of times during this process when I felt stressed and unsure, and John helped me through those times. Most importantly, he put my needs first and only wanted me to move forward if I was excited about the deal. If you are going to sell your business, you need an expert and consummate professional working on your behalf. John has all the skills and knowledge needed: valuation, negotiation, marketing, deep knowledge of deal structure, referrals to attorneys and tax planning/financial pros in this space, and the social intelligence needed to help a business owner navigate and get through what can be a stressful and complex process. Working with John is like getting to work with a major Wall Street investment banker, but focused on businesses like yours. My attorney told me I hit the lotto when I selected John and Marsh Creek Advisors as my business broker/M&A expert, and I agree 100%. If you are selling your business, you want John on your team. Obviously, I highly recommend him and his work.",active,2026-08-25T00:58:10.876305+00:00,2026-08-25T00:58:10.876305+00:00
e8287d068375ba56,What is My Business Worth,,,,Atlanta,GA,landscaping,https://mcreek.com/about-us/,john marsh,mcreek.com,"Our Clients … In Their Own Words Anand Shah CEO Thorney Hedge Road, Buyer Knowledge Accelerators Thorney Hedge Road Capital ""I recently worked with John Marsh on a transaction and have high compliments for his deal materials production, deal process management, organizational work and general attitude. There were many difficult and intense moments over the duration of the deal work, but I felt John was very good and moving forward all discussions so we could reach a conclusion. As can be expected, he looked out for his client throughout the process – BUT to my benefit he would take time to explain his client’s position and walk me through the issues around my views. As an investor, he was very clear with helping me understand the other side’s worries so that I could manage them and produce responses to overcome them. Overall, I would definitely look forward to working with him again from either side of the table. Chuck Bradley Owner Independence Fire Sprinkler Company ""If you need an M&A team to help you successfully exit on terms that meet your needs, then you should choose the team at Marsh Creek. I would highly recommend them. I was pretty concerned about the process of selling my business. I knew I only had one shot to get it right and my financial planner had told me the number I needed to retire at my current lifestyle. The team at Marsh Creek was incredible in guiding me through the process and even explained some of the more complex concepts multiple times to me along the way. They also put together a rockstar team of M&A attorneys and accountants who really earned their money during the closing negotiations. I didn’t know how important the broker team was until the negotiations got real at the last minute, and then I quickly recognized that I had made the right choice. Nathaniel Wilson Founder and Co-Owner AKA Tree Service ""John Marsh and his team were great to work with! John Marsh navigated a very difficult process with ease and handled some tough situati",active,2026-08-25T00:58:10.883387+00:00,2026-08-25T00:58:10.883387+00:00
e8287d068375ba56,What is My Business Worth,,,,Atlanta,GA,landscaping,https://mcreek.com/about-us/,john marsh,mcreek.com,"Our Clients … In Their Own Words Anand Shah CEO Thorney Hedge Road, Buyer Knowledge Accelerators Thorney Hedge Road Capital ""I recently worked with John Marsh on a transaction and have high compliments for his deal materials production, deal process management, organizational work and general attitude. There were many difficult and intense moments over the duration of the deal work, but I felt John was very good and moving forward all discussions so we could reach a conclusion. As can be expected, he looked out for his client throughout the process – BUT to my benefit he would take time to explain his client’s position and walk me through the issues around my views. As an investor, he was very clear with helping me understand the other side’s worries so that I could manage them and produce responses to overcome them. Overall, I would definitely look forward to working with him again from either side of the table. Chuck Bradley Owner Independence Fire Sprinkler Company ""If you need an M&A team to help you successfully exit on terms that meet your needs, then you should choose the team at Marsh Creek. I would highly recommend them. I was pretty concerned about the process of selling my business. I knew I only had one shot to get it right and my financial planner had told me the number I needed to retire at my current lifestyle. The team at Marsh Creek was incredible in guiding me through the process and even explained some of the more complex concepts multiple times to me along the way. They also put together a rockstar team of M&A attorneys and accountants who really earned their money during the closing negotiations. I didn’t know how important the broker team was until the negotiations got real at the last minute, and then I quickly recognized that I had made the right choice. Nathaniel Wilson Founder and Co-Owner AKA Tree Service ""John Marsh and his team were great to work with! John Marsh navigated a very difficult process with ease and handled some tough situati",active,2026-08-25T00:58:10.890006+00:00,2026-08-25T00:58:10.890006+00:00
2e78e49ed92d3b38,Current Opportunities,,,,Atlanta,GA,other,https://mcreek.com/join-email-list/,john marsh,mcreek.com,"Name * First Last Title / Role * Firm Name * Website LinkedIn Profile Contact Information Address * Street Address Address Line 2 City State / Province / Region ZIP / Postal Code Email * Phone * This field is hidden when viewing the form Amount of Capital Available to Invest T * Amount of Capital Available to Invest * Source of Capital * Committed Fund Deal-by-Deal Capital Personal Capital Investor Network / Syndicate Family Office Capital Corporate Reserves / Strategic Internal Capital Bank / SBA Loan Combination of Sources Which of the following best describes you or your organization: * Private Equity Group Family Office Strategic Acquirer Independent Sponsor Individual Private Equity Details: Family Office Details: Strategic Acquirer Details: Year Founded * Current Fund Size / AUM * This field is hidden when viewing the form Capital available for investment * Vintage of current fund * Typical Equity Check Size * This field is hidden when viewing the form Vintage of current fund * Relevant portfolio companies * Investment horizon * Website Link to Portfolio Number of Exited Investments * Total number of previous acquisitions * Parent company name * Number of employees * Annual revenue * This field is hidden when viewing the form Annual revenue Rationale for interest in acquisitions (e.g., expansion, synergy, new market) * Private acquisition experience (if any) * Independent Sponsor Details: Personal background / relevant industry expertise * Typical deal size * Number of prior closed transactions (if any) Which of the following best describes your source of capital? * Deal by deal Committed capital Describe committed investor relationships or deal by deal * This field is hidden when viewing the form Equity capital personally available to invest * Individual Details: Current occupation / employer * Relevant industry or management experience * Source of capital (personal, SBA loan, investors) * This field is hidden when viewing the form How much personal capital d",active,2026-08-25T00:58:10.892829+00:00,2026-08-25T00:58:10.892829+00:00
2e78e49ed92d3b38,Current Opportunities,,,,Atlanta,GA,other,https://mcreek.com/join-email-list/,john marsh,mcreek.com,"Name * First Last Title / Role * Firm Name * Website LinkedIn Profile Contact Information Address * Street Address Address Line 2 City State / Province / Region ZIP / Postal Code Email * Phone * This field is hidden when viewing the form Amount of Capital Available to Invest T * Amount of Capital Available to Invest * Source of Capital * Committed Fund Deal-by-Deal Capital Personal Capital Investor Network / Syndicate Family Office Capital Corporate Reserves / Strategic Internal Capital Bank / SBA Loan Combination of Sources Which of the following best describes you or your organization: * Private Equity Group Family Office Strategic Acquirer Independent Sponsor Individual Private Equity Details: Family Office Details: Strategic Acquirer Details: Year Founded * Current Fund Size / AUM * This field is hidden when viewing the form Capital available for investment * Vintage of current fund * Typical Equity Check Size * This field is hidden when viewing the form Vintage of current fund * Relevant portfolio companies * Investment horizon * Website Link to Portfolio Number of Exited Investments * Total number of previous acquisitions * Parent company name * Number of employees * Annual revenue * This field is hidden when viewing the form Annual revenue Rationale for interest in acquisitions (e.g., expansion, synergy, new market) * Private acquisition experience (if any) * Independent Sponsor Details: Personal background / relevant industry expertise * Typical deal size * Number of prior closed transactions (if any) Which of the following best describes your source of capital? * Deal by deal Committed capital Describe committed investor relationships or deal by deal * This field is hidden when viewing the form Equity capital personally available to invest * Individual Details: Current occupation / employer * Relevant industry or management experience * Source of capital (personal, SBA loan, investors) * This field is hidden when viewing the form How much personal capital d",active,2026-08-25T00:58:10.893705+00:00,2026-08-25T00:58:10.893705+00:00
f6c985f6802beeeb,Register as a Buyer,,,,Atlanta,GA,other,https://mcreek.com/join-email-list/,john marsh,mcreek.com,"Name * First Last Title / Role * Firm Name * Website LinkedIn Profile Contact Information Address * Street Address Address Line 2 City State / Province / Region ZIP / Postal Code Email * Phone * This field is hidden when viewing the form Amount of Capital Available to Invest T * Amount of Capital Available to Invest * Source of Capital * Committed Fund Deal-by-Deal Capital Personal Capital Investor Network / Syndicate Family Office Capital Corporate Reserves / Strategic Internal Capital Bank / SBA Loan Combination of Sources Which of the following best describes you or your organization: * Private Equity Group Family Office Strategic Acquirer Independent Sponsor Individual Private Equity Details: Family Office Details: Strategic Acquirer Details: Year Founded * Current Fund Size / AUM * This field is hidden when viewing the form Capital available for investment * Vintage of current fund * Typical Equity Check Size * This field is hidden when viewing the form Vintage of current fund * Relevant portfolio companies * Investment horizon * Website Link to Portfolio Number of Exited Investments * Total number of previous acquisitions * Parent company name * Number of employees * Annual revenue * This field is hidden when viewing the form Annual revenue Rationale for interest in acquisitions (e.g., expansion, synergy, new market) * Private acquisition experience (if any) * Independent Sponsor Details: Personal background / relevant industry expertise * Typical deal size * Number of prior closed transactions (if any) Which of the following best describes your source of capital? * Deal by deal Committed capital Describe committed investor relationships or deal by deal * This field is hidden when viewing the form Equity capital personally available to invest * Individual Details: Current occupation / employer * Relevant industry or management experience * Source of capital (personal, SBA loan, investors) * This field is hidden when viewing the form How much personal capital d",active,2026-08-25T00:58:10.894702+00:00,2026-08-25T00:58:10.894702+00:00
f0a7dc8a041fa2c9,"Regional HVAC contractor serving residential, commercial, and industrial markets",51000000.0,600000.0,3400000.0,Atlanta,GA,hvac,https://mcreek.com/listing/regional-hvac-contractor-serving-residential-commercial-and-industrial-markets/,john marsh,mcreek.com,"Regional HVAC contractor serving residential, commercial, and industrial markets Back to Listings Sign NDA Print Listing Internal ID: 1989 Revenue: $3,400,000 Adjusted EBITDA: $600,000 Business Description Founded in 1994, the Company is an HVAC contractor serving residential, commercial, and industrial markets in the southeastern US. The Company generates revenue by capitalizing on the growing regional demand through initial equipment installation, repairs, and recurring service agreements. This comprehensive range of services allows the Company to capture revenue at every stage of the equipment lifecycle, supported by a skilled workforce capable of servicing all HVAC makes and models. With strong financials and over 30 years of industry experience, the Company is well-positioned to benefit from favorable tailwinds in the growing $17.9B HVAC services market. This presents a compelling acquisition opportunity for strategic players looking to solidify or expand their presence in the southeast, as well as financial buyers seeking to scale through add-on acquisitions. Detailed Information Industry: Contractor Location: Southeastern US Year Founded: 1994 Additional Information Advisor John Marsh MANAGING PARTNER More Information Contact Advisor First Name Last Name Email Phone Organization Message T and C I agree to the Terms and Conditions and Privacy Policy . I consent to receive automated SMS messages from Marsh Creek regarding this opportunity and future transaction opportunities. I understand that consent is not a condition of service. Message and data rates may apply. Message frequency varies. Reply STOP to opt-out. Request More Information",active,2026-08-25T00:58:10.898625+00:00,2026-08-25T00:58:10.898625+00:00
f0a7dc8a041fa2c9,"Regional HVAC contractor serving residential, commercial, and industrial markets",51000000.0,600000.0,3400000.0,Atlanta,GA,hvac,https://mcreek.com/listing/regional-hvac-contractor-serving-residential-commercial-and-industrial-markets/,john marsh,mcreek.com,"Regional HVAC contractor serving residential, commercial, and industrial markets Back to Listings Sign NDA Print Listing Internal ID: 1989 Revenue: $3,400,000 Adjusted EBITDA: $600,000 Business Description Founded in 1994, the Company is an HVAC contractor serving residential, commercial, and industrial markets in the southeastern US. The Company generates revenue by capitalizing on the growing regional demand through initial equipment installation, repairs, and recurring service agreements. This comprehensive range of services allows the Company to capture revenue at every stage of the equipment lifecycle, supported by a skilled workforce capable of servicing all HVAC makes and models. With strong financials and over 30 years of industry experience, the Company is well-positioned to benefit from favorable tailwinds in the growing $17.9B HVAC services market. This presents a compelling acquisition opportunity for strategic players looking to solidify or expand their presence in the southeast, as well as financial buyers seeking to scale through add-on acquisitions. Detailed Information Industry: Contractor Location: Southeastern US Year Founded: 1994 Additional Information Advisor John Marsh MANAGING PARTNER More Information Contact Advisor First Name Last Name Email Phone Organization Message T and C I agree to the Terms and Conditions and Privacy Policy . I consent to receive automated SMS messages from Marsh Creek regarding this opportunity and future transaction opportunities. I understand that consent is not a condition of service. Message and data rates may apply. Message frequency varies. Reply STOP to opt-out. Request More Information",active,2026-08-25T00:58:10.914567+00:00,2026-08-25T00:58:10.914567+00:00
1dd24896ed6589cf,"Regional HVAC contractor serving residential, commercial, and industrial markets",3400000.0,600000.0,3400000.0,Atlanta,GA,hvac,https://mcreek.com/listing/regional-hvac-contractor-serving-residential-commercial-and-industrial-markets/,john marsh,mcreek.com,"Regional HVAC contractor serving residential, commercial, and industrial markets Back to Listings Sign NDA Print Listing Internal ID: 1989 Revenue: $3,400,000 Adjusted EBITDA: $600,000 Business Description Founded in 1994, the Company is an HVAC contractor serving residential, commercial, and industrial markets in the southeastern US. The Company generates revenue by capitalizing on the growing regional demand through initial equipment installation, repairs, and recurring service agreements. This comprehensive range of services allows the Company to capture revenue at every stage of the equipment lifecycle, supported by a skilled workforce capable of servicing all HVAC makes and models. With strong financials and over 30 years of industry experience, the Company is well-positioned to benefit from favorable tailwinds in the growing $17.9B HVAC services market. This presents a compelling acquisition opportunity for strategic players looking to solidify or expand their presence in the southeast, as well as financial buyers seeking to scale through add-on acquisitions. Detailed Information Industry: Contractor Location: Southeastern US Year Founded: 1994 Additional Information Advisor John Marsh MANAGING PARTNER More Information Contact Advisor First Name Last Name Email Phone Organization Message T and C I agree to the Terms and Conditions and Privacy Policy . I consent to receive automated SMS messages from Marsh Creek regarding this opportunity and future transaction opportunities. I understand that consent is not a condition of service. Message and data rates may apply. Message frequency varies. Reply STOP to opt-out. Request More Information",active,2026-08-25T00:58:10.927925+00:00,2026-08-25T00:58:10.927925+00:00
1dd24896ed6589cf,"Regional HVAC contractor serving residential, commercial, and industrial markets",3400000.0,600000.0,3400000.0,Atlanta,GA,hvac,https://mcreek.com/listing/regional-hvac-contractor-serving-residential-commercial-and-industrial-markets/,john marsh,mcreek.com,"Regional HVAC contractor serving residential, commercial, and industrial markets Back to Listings Sign NDA Print Listing Internal ID: 1989 Revenue: $3,400,000 Adjusted EBITDA: $600,000 Business Description Founded in 1994, the Company is an HVAC contractor serving residential, commercial, and industrial markets in the southeastern US. The Company generates revenue by capitalizing on the growing regional demand through initial equipment installation, repairs, and recurring service agreements. This comprehensive range of services allows the Company to capture revenue at every stage of the equipment lifecycle, supported by a skilled workforce capable of servicing all HVAC makes and models. With strong financials and over 30 years of industry experience, the Company is well-positioned to benefit from favorable tailwinds in the growing $17.9B HVAC services market. This presents a compelling acquisition opportunity for strategic players looking to solidify or expand their presence in the southeast, as well as financial buyers seeking to scale through add-on acquisitions. Detailed Information Industry: Contractor Location: Southeastern US Year Founded: 1994 Additional Information Advisor John Marsh MANAGING PARTNER More Information Contact Advisor First Name Last Name Email Phone Organization Message T and C I agree to the Terms and Conditions and Privacy Policy . I consent to receive automated SMS messages from Marsh Creek regarding this opportunity and future transaction opportunities. I understand that consent is not a condition of service. Message and data rates may apply. Message frequency varies. Reply STOP to opt-out. Request More Information",active,2026-08-25T00:58:10.930675+00:00,2026-08-25T00:58:10.930675+00:00
