id,source_url,broker_name,title,asking_price,revenue,cash_flow,city,state,vertical,business_type,first_seen,status
4a659d84ce9f63c2639bd7f1aa4b1baa,https://murphybusiness.com/business-brokerage/detail/21543/18-hole-golf-club-over-300-acres-growing-membership,Murphy Business,18-Hole Golf Club over 300 Acres-Growing Membership,19900000.0,,1272950.0,,,,,2026-02-18T17:42:03.371557+00:00,active
ae49c9e5dc8a0398c1cdedf9ad059829,https://murphybusiness.com/business-brokerage/detail/18794/absentee-saas-platform-for-retailers,Murphy Business,Absentee SaaS Platform for Retailers,10000000.0,,605617.0,,,,,2026-02-18T17:42:03.372129+00:00,active
c6f94146f0e36b3337485ead35a8643e,https://murphybusiness.com/business-brokerage/detail/22925/data-voice-and-cable-installation-company,Murphy Business,"Data, Voice & Cable Installation Company",10000000.0,,2253729.0,,,,,2026-02-18T17:42:03.372216+00:00,active
189b5dafc565fd00f937cc63ffa38566,https://murphybusiness.com/business-brokerage/detail/23018/truck-and-trailer-service-trailer-sales-and-leasing,Murphy Business,Truck and Trailer Service/Trailer Sales & Leasing,9750000.0,,712921.0,,,,,2026-02-18T17:42:03.372329+00:00,active
fd2262d9c9de56d940ce31228c7f149a,https://murphybusiness.com/business-brokerage/detail/20072/live-lobster-storage-and-seafood-processor,Murphy Business,Live Lobster Storage & Seafood Processor,8900000.0,,2232695.0,,,,,2026-02-18T17:42:03.372451+00:00,active
5ba82cc35bba0d037e4d76be09ea083f,https://murphybusiness.com/business-brokerage/detail/22610/dist-mfg-recycled-lumber-wood-products-pallets,Murphy Business,Dist./Mfg. Recycled Lumber Wood Products - Pallets,7900000.0,,1226402.0,,,,,2026-02-18T17:42:03.372535+00:00,active
16e973512f5ae98765641723d307a491,https://murphybusiness.com/business-brokerage/detail/21998/profitable-texas-gulf-coast-restaurants-with-real-estate,Murphy Business,Profitable Texas Gulf Coast Restaurants with Real Estate,7600000.0,,782044.0,,,,restaurant,2026-02-18T17:42:03.372604+00:00,active
7dcd81d1cb41f5703f04a19bb5a6ea28,https://murphybusiness.com/business-brokerage/detail/22053/helicopter-business-for-sale,Murphy Business,Helicopter Business For Sale,7600000.0,,1701031.0,,,,,2026-02-18T17:42:03.372679+00:00,active
d654c02077f5174f3b889a9d95a9a302,https://murphybusiness.com/business-brokerage/detail/22222/premier-golf-cart-dealership,Murphy Business,Premier Golf Cart Dealership,7500000.0,,1302437.0,,,,,2026-02-18T17:42:03.372741+00:00,active
8053b69a49168cb5220dcbebcb2abd36,https://murphybusiness.com/business-brokerage/detail/22520/established-frozen-food-manufacturer-30-years-national-distribution,Murphy Business,Established Frozen Food Manufacturer | 30+ Years | National Distribution,7500000.0,,439890.0,,,,distribution,2026-02-18T17:42:03.372808+00:00,active
5c47bba66fb4348cd060af737c46c152,https://www.cookieyes.com/product/cookie-consent/?ref=cypbcyb&utm_source=cookie-banner&utm_medium=powered-by-cookieyes,Transworld Business Advisors,"Opt-out Preferences We use third-party cookies that help us analyse how you use this website, store your preferences, and provide the content and advertisements that are relevant to you",,,,,,,retail,2026-02-18T17:42:22.674537+00:00,active
e150b88408c228111ade24094970c969,https://tworldfranchise.com,Transworld Business Advisors,Quick Links,,,,,,,franchise,2026-02-18T17:42:22.674797+00:00,active
f25b1e0b8d699a76c50bfc1a47123a46,https://www.sunbeltnetwork.com/business-search/,Sunbelt Business Brokers,Businesses for Sale,,,,,,,,2026-02-18T17:43:00.776381+00:00,active
38c5089852c0f182146661982b8c928a,https://www.sunbeltnetwork.com/accessibility-statement/,Sunbelt Business Brokers,Accessibility Statement,,,,,,,service,2026-02-18T17:43:00.776438+00:00,active
2913e0fbaabf2849bcd0678c9bcc50f0,https://www.sunbeltnetwork.com/login-register/,Sunbelt Business Brokers,Free Sign Up,,,,,,,,2026-02-18T17:43:00.776478+00:00,active
7cf12273d4c80a9bc47ca0dcb1bde243,https://fcbb.com/business-broker-office-locations,FCBB,The World's Authority in Business Sales,20000000.0,,398000.0,Richmond,VA,cleaning,restaurant,2026-02-18T17:43:47.875259+00:00,active
