id,source_url,broker_name,title,asking_price,revenue,cash_flow,city,state,vertical,business_type,first_seen,status,hash,broker,broker_url,last_seen,raw_text,confidence,is_real_listing,reject_reason
4a659d84ce9f63c2639bd7f1aa4b1baa,https://murphybusiness.com/business-brokerage/detail/21543/18-hole-golf-club-over-300-acres-growing-membership,Murphy Business,18-Hole Golf Club over 300 Acres-Growing Membership,19900000.0,,1272950.0,,,other,18-Hole Golf Club,2026-02-23T17:20:44.459787+00:00,active,,,,,,75,True,
ae49c9e5dc8a0398c1cdedf9ad059829,https://murphybusiness.com/business-brokerage/detail/18794/absentee-saas-platform-for-retailers,Murphy Business,Absentee SaaS Platform for Retailers,10000000.0,,605617.0,,,retail,SaaS Platform,2026-02-23T17:20:44.459807+00:00,active,,,,,,75,True,
c6f94146f0e36b3337485ead35a8643e,https://murphybusiness.com/business-brokerage/detail/22925/data-voice-and-cable-installation-company,Murphy Business,"Data, Voice & Cable Installation Company",10000000.0,,2253729.0,,,construction,"Data, Voice & Cable Installation",2026-02-23T17:20:44.459815+00:00,active,,,,,,75,True,
189b5dafc565fd00f937cc63ffa38566,https://murphybusiness.com/business-brokerage/detail/23018/truck-and-trailer-service-trailer-sales-and-leasing,Murphy Business,Truck and Trailer Service/Trailer Sales & Leasing,9750000.0,,712921.0,,,auto,Truck and Trailer Service/Sales & Leasing,2026-02-23T17:20:44.459826+00:00,active,,,,,,85,True,
fd2262d9c9de56d940ce31228c7f149a,https://murphybusiness.com/business-brokerage/detail/20072/live-lobster-storage-and-seafood-processor,Murphy Business,Live Lobster Storage & Seafood Processor,8900000.0,,2232695.0,,,food,Seafood Processor,2026-02-23T17:20:44.459832+00:00,active,,,,,,85,True,
5ba82cc35bba0d037e4d76be09ea083f,https://murphybusiness.com/business-brokerage/detail/22610/dist-mfg-recycled-lumber-wood-products-pallets,Murphy Business,Dist./Mfg. Recycled Lumber Wood Products - Pallets,7900000.0,,1226402.0,,,construction,Recycled Lumber & Wood Products Distribution/Manufacturing,2026-02-23T17:20:44.459839+00:00,active,,,,,,75,True,
16e973512f5ae98765641723d307a491,https://murphybusiness.com/business-brokerage/detail/21998/profitable-texas-gulf-coast-restaurants-with-real-estate,Murphy Business,Profitable Texas Gulf Coast Restaurants with Real Estate,7600000.0,,782044.0,,,food,Restaurants with Real Estate,2026-02-23T17:20:44.459844+00:00,active,,,,,,75,True,
7dcd81d1cb41f5703f04a19bb5a6ea28,https://murphybusiness.com/business-brokerage/detail/22053/helicopter-business-for-sale,Murphy Business,Helicopter Business For Sale,7600000.0,,1701031.0,,,other,Helicopter Business,2026-02-23T17:20:44.459849+00:00,active,,,,,,72,True,
d654c02077f5174f3b889a9d95a9a302,https://murphybusiness.com/business-brokerage/detail/22222/premier-golf-cart-dealership,Murphy Business,Premier Golf Cart Dealership,7500000.0,,1302437.0,,,retail,Golf Cart Dealership,2026-02-23T17:20:44.459853+00:00,active,,,,,,75,True,
8053b69a49168cb5220dcbebcb2abd36,https://murphybusiness.com/business-brokerage/detail/22520/established-frozen-food-manufacturer-30-years-national-distribution,Murphy Business,Established Frozen Food Manufacturer | 30+ Years | National Distribution,7500000.0,,439890.0,,,food,Frozen Food Manufacturer,2026-02-23T17:20:44.459859+00:00,active,,,,,,85,True,
cc1c4873fbbd9e8e47c5f6345e862449,https://murphybusiness.com/business-brokerage/detail/16727/commercial-glass-company,Murphy Business,Commercial Glass Company,6950000.0,,1585784.0,,,construction,Commercial Glass Company,2026-02-23T17:20:44.459863+00:00,active,,,,,,75,True,
277dcb378669411b01ffbc722a11a4c9,https://murphybusiness.com/business-brokerage/detail/22701/modular-commercial-buildings-manufacturer-midwest,Murphy Business,Modular Commercial Buildings Manufacturer -- Midwest,6600000.0,,1315767.0,,,construction,Modular Commercial Buildings Manufacturer,2026-02-23T17:20:44.459868+00:00,active,,,,,,75,True,
17d5da4d639012b999aa0d9936a884b1,https://murphybusiness.com/business-brokerage/detail/23183/turnkey-grocery-business-on-prime-commercial-land,Murphy Business,Turnkey Grocery Business on Prime Commercial Land,6500000.0,,442691.0,,,food,Grocery Store,2026-02-23T17:20:44.459873+00:00,active,,,,,,75,True,
bf303b9333d90ea4cc88f166a7f412d7,https://murphybusiness.com/business-brokerage/detail/22591/profitable-flat-roofing-contractor-with-30-years-of-consistent-success,Murphy Business,Profitable Flat-Roofing Contractor with 30+ Years of Consistent Success,6200000.0,,986258.0,,,construction,Flat-Roofing Contractor,2026-02-23T17:20:44.459878+00:00,active,,,,,,85,True,
90541eccbc51f196d275833cedee4d1b,https://murphybusiness.com/business-brokerage/detail/22357/residential-and-community-based-support-services,Murphy Business,Residential & Community-Based Support Services,5750000.0,,649318.0,,,healthcare,Residential & Community-Based Support Services,2026-02-23T17:20:44.459883+00:00,active,,,,,,75,True,
bd4ea02e815958abc9ba78f33e61cb0f,https://murphybusiness.com/business-brokerage/detail/22769/highly-profitable-specialty-contractor-5mm-rev-1-3mm-sde,Murphy Business,Highly Profitable Specialty Contractor $5MM+ Rev. $1.3MM SDE,5490000.0,,1364404.0,,,construction,Specialty Contractor,2026-02-23T17:20:44.459888+00:00,active,,,,,,85,True,
bfce5698bba41f033727faf138e461cb,https://murphybusiness.com/business-brokerage/detail/22719/building-component-mfg-company-for-sale,Murphy Business,Building Component Mfg. Company for Sale,5400000.0,,1138250.0,,,construction,Building Component Manufacturing,2026-02-23T17:20:44.459892+00:00,active,,,,,,75,True,
a6a3bb5d0bb15017afe2d0ff2063f6fb,https://murphybusiness.com/business-brokerage/detail/22540/wholesale-and-retail-landscaping-mulch-mfg-w-re,Murphy Business,Wholesale & Retail Landscaping Mulch Mfg. w/RE,5150000.0,,734930.0,,,landscape,Landscaping Mulch Manufacturing,2026-02-23T17:20:44.459902+00:00,active,,,,,,85,True,
7aacf43c520c30563060bf14ac371d1b,https://murphybusiness.com/business-brokerage/detail/20993/specialty-industrial-sales-material-handling-sales-company,Murphy Business,Specialty Industrial Sales/Material Handling Sales Company,5000000.0,,998618.0,,,construction,Industrial Sales / Material Handling,2026-02-23T17:20:44.459908+00:00,active,,,,,,75,True,
4808457a803aea4c7adbe0ac2b82801f,https://murphybusiness.com/business-brokerage/detail/22075/commercial-and-residential-hvac-company,Murphy Business,Commercial & Residential HVAC Company,4900000.0,,1379650.0,,,hvac,Commercial & Residential HVAC Company,2026-02-23T17:20:44.459914+00:00,active,,,,,,85,True,
a442a8cd27cac3c604cb1324edf8a032,https://murphybusiness.com/business-brokerage/detail/22361/light-duty-diesel-truck-part-manufacturing-and-assembly-and-e-commerce,Murphy Business,Light Duty Diesel Truck Part Manufacturing & assembly and E-commerce,4900000.0,,1061820.0,,,auto,Manufacturing & E-commerce,2026-02-23T17:20:44.459919+00:00,active,,,,,,85,True,
45b9e5c3cc2d91cb7d8dd145be83103d,https://murphybusiness.com/business-brokerage/detail/22365/profitable-ford-dealership-great-lakes-region,Murphy Business,Profitable Ford Dealership - Great Lakes Region,4900000.0,,831429.0,,,auto,Ford Dealership,2026-02-23T17:20:44.459924+00:00,active,,,,,,85,True,
5e806f6854f0743d7cfb70e5f205bfa8,https://murphybusiness.com/business-brokerage/detail/21434/hardscape-sealer-manufacturer-with-us-distribution,Murphy Business,Hardscape Sealer Manufacturer with US Distribution,4700000.0,,681117.0,,,landscape,Hardscape Sealer Manufacturer,2026-02-23T17:20:44.459929+00:00,active,,,,,,75,True,
efeb970f1a71fb641aee870d308edaf4,https://murphybusiness.com/business-brokerage/detail/22637/cabinet-manufacturing,Murphy Business,Cabinet Manufacturing,4500000.0,,785487.0,,,construction,Cabinet Manufacturing,2026-02-23T17:20:44.459933+00:00,active,,,,,,75,True,
6c17f2e513690d0fed1df5e08fcc4c3f,https://murphybusiness.com/business-brokerage/detail/22628/commercial-plumbing-service-company,Murphy Business,Commercial Plumbing Service Company,4500000.0,,879574.0,,,construction,Commercial Plumbing Service,2026-02-23T17:20:44.459938+00:00,active,,,,,,85,True,
5733772da0fbaeaf4d870a8a0bb7083c,https://murphybusiness.com/business-brokerage/detail/22110/national-computer-sales-and-repair-e-commerce-business,Murphy Business,National Computer Sales and Repair E-Commerce Business,4200000.0,,649309.0,,,retail,Computer Sales and Repair E-Commerce,2026-02-23T17:20:44.459943+00:00,active,,,,,,75,True,
ebb870204b38ac646fd64c7289219dec,https://murphybusiness.com/business-brokerage/detail/22145/mid-atlantic-mitsubishi-dealership-for-sale,Murphy Business,Mid-Atlantic Mitsubishi Dealership For Sale,4035000.0,,285224.0,,,auto,Mitsubishi Dealership,2026-02-23T17:20:44.459947+00:00,active,,,,,,85,True,
ae545f4567ff37c7a7a6bb7a8f2e6418,https://murphybusiness.com/business-brokerage/detail/22175/adult-homes-and-day-care-in-shenandoah-valley,Murphy Business,Adult Homes and Day Care in Shenandoah Valley,3950000.0,,537160.0,,,healthcare,Adult Homes and Day Care,2026-02-23T17:20:44.459952+00:00,active,,,,,,75,True,
10813a91331d98da713437798f2d35d9,https://murphybusiness.com/business-brokerage/detail/22198/growing-and-profitable-residential-remodeling-company-in-ky,Murphy Business,Growing and Profitable Residential Remodeling Company in KY,3775000.0,,1145567.0,,KY,construction,Residential Remodeling Company,2026-02-23T17:20:44.459962+00:00,active,,,,,,85,True,
0be37bca81f1e2a3b81932971f839c96,https://murphybusiness.com/business-brokerage/detail/21288/traffic-control-and-flagging-business-idaho,Murphy Business,Traffic Control & Flagging Business-Idaho,3600000.0,,808674.0,,ID,construction,Traffic Control & Flagging,2026-02-23T17:20:44.459966+00:00,active,,,,,,85,True,
4d4a754d1f5429d07a2fa89f152540b2,https://murphybusiness.com/business-brokerage/detail/22055/rapid-oil-change-with-light-automotive-repair,Murphy Business,Rapid Oil Change with Light Automotive Repair,3600000.0,,742497.0,,,auto,Oil Change & Light Automotive Repair,2026-02-23T17:20:44.459971+00:00,active,,,,,,85,True,
788d0cab9cdd500b66d4d3a2b5f901c0,https://murphybusiness.com/business-brokerage/detail/22074/north-texas-land-clearing-and-tree-service-business,Murphy Business,North Texas Land Clearing & Tree Service Business,3600000.0,,722347.0,,,landscape,Land Clearing & Tree Service,2026-02-23T17:20:44.459978+00:00,active,,,,,,85,True,
02c9ec1fdac6541a666aff0610556fba,https://murphybusiness.com/business-brokerage/detail/17757/midwest-specialty-construction-services,Murphy Business,Midwest Specialty Construction Services,3500000.0,,723550.0,,,construction,Specialty Construction Services,2026-02-23T17:20:44.459982+00:00,active,,,,,,75,True,
65920294cae7547247e1e6c96ce4207b,https://murphybusiness.com/business-brokerage/detail/21849/commercial-contracting-and-industrial-services-se-va,Murphy Business,Commercial Contracting & Industrial Services-SE VA,3500000.0,,933333.0,,,construction,Commercial Contracting & Industrial Services,2026-02-23T17:20:44.459987+00:00,active,,,,,,75,True,
2739fc2aa0ada8949372808e2fb411d1,https://murphybusiness.com/business-brokerage/detail/21869/successful-gun-and-archery-shop-bait-and-tackle-business-mid-atlantic,Murphy Business,"Successful Gun & Archery Shop, Bait, & Tackle Business (Mid-Atlantic)",3500000.0,,738060.0,,,retail,"Gun & Archery Shop, Bait & Tackle",2026-02-23T17:20:44.459992+00:00,active,,,,,,85,True,
8a051081d70a0470e784414a8d8319c1,https://murphybusiness.com/business-brokerage/detail/22696/art-company-for-sale,Murphy Business,Art Company for Sale,3370000.0,,716823.0,,,retail,Art Company,2026-02-23T17:20:44.459998+00:00,active,,,,,,75,True,
73c9d92788ec96420aa5e3bb72b67978,https://murphybusiness.com/business-brokerage/detail/21307/successful-excavation-and-site-development-company,Murphy Business,Successful Excavation and Site Development Company,3350000.0,,401155.0,,,construction,Excavation and Site Development,2026-02-23T17:20:44.460003+00:00,active,,,,,,85,True,
e23e83ed23037a57afeb09de04a47b1e,https://murphybusiness.com/business-brokerage/detail/22246/highly-profitable-disaster-restoration-business,Murphy Business,Highly Profitable Disaster Restoration Business,3300000.0,,1281449.0,,,cleaning,Disaster Restoration,2026-02-23T17:20:44.460008+00:00,active,,,,,,85,True,
25ffc79598d96597de5d72626d3bb0b7,https://murphybusiness.com/business-brokerage/detail/22568/highly-profitable-and-advanced-security-design-business-for-sale,Murphy Business,Highly Profitable and Advanced Security Design Business For Sale,3300000.0,,944540.0,,,other,Security Design Business,2026-02-23T17:20:44.460013+00:00,active,,,,,,75,True,
71c2ba43df6ebde65ece5e73f1546ddd,https://murphybusiness.com/business-brokerage/detail/22599/thriving-commercial-janitorial-company,Murphy Business,Thriving Commercial Janitorial Company,3300000.0,,620416.0,,,cleaning,Commercial Janitorial,2026-02-23T17:20:44.460018+00:00,active,,,,,,85,True,
d67feadc7f3f44ec3fc3f017fbebd23d,https://murphybusiness.com/business-brokerage/detail/22766/transportation-company-refrigerated-and-dry-van,Murphy Business,Transportation Company-Refrigerated and Dry Van,3200000.0,,510578.0,,,auto,Transportation Company,2026-02-23T17:20:44.460023+00:00,active,,,,,,75,True,
4c93c4ad3c52689a37e0ece3c58fda60,https://murphybusiness.com/business-brokerage/detail/22755/profitable-limited-service-restaurant-w-re,Murphy Business,Profitable Limited Service Restaurant w/ RE,3049000.0,,143335.0,,,food,Limited Service Restaurant,2026-02-23T17:20:44.460027+00:00,active,,,,,,85,True,
0ac5c1de0240c1d588275f7ed0eb2e9a,https://murphybusiness.com/business-brokerage/detail/21999/lumber-yard,Murphy Business,Lumber Yard,3000000.0,,554503.0,,,construction,Lumber Yard,2026-02-23T17:20:44.460031+00:00,active,,,,,,75,True,
e162abf53b45dc8cb48a957dbde5dcff,https://murphybusiness.com/business-brokerage/detail/22270/entertainment-tech-company-opportunity,Murphy Business,Entertainment Tech Company Opportunity,3000000.0,,675132.0,,,other,Entertainment Tech,2026-02-23T17:20:44.460036+00:00,active,,,,,,72,True,
