id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,status,first_seen,last_seen,needs_review
c35e9b58a2d9e2a8,islandbusinessbrokers.com,,,,,,other,https://www.islandbusinessbrokers.com,"jim mayfield, mba",www.islandbusinessbrokers.com,islandbusinessbrokers.com Checking the site connection security,active,2026-08-26T15:01:49.775562+00:00,2026-08-26T15:01:49.775562+00:00,True
4b4ded4287b4ad28,islandbusinessbrokers.com,,,,,,other,https://www.islandbusinessbrokers.com/,"jim mayfield, mba",www.islandbusinessbrokers.com,islandbusinessbrokers.com Checking the site connection security,active,2026-08-26T15:01:49.778846+00:00,2026-08-26T15:01:49.778846+00:00,True
c35e9b58a2d9e2a8,islandbusinessbrokers.com,,,,,,other,https://www.islandbusinessbrokers.com,"jim mayfield, mba",www.islandbusinessbrokers.com,islandbusinessbrokers.com Checking the site connection security,active,2026-08-26T15:01:49.782112+00:00,2026-08-26T15:01:49.782112+00:00,True
4b4ded4287b4ad28,Rooted in Hawaiʻi.Built on Relationships.,,,,Lihue,HI,other,https://www.islandbusinessbrokers.com/,"jim mayfield, mba",www.islandbusinessbrokers.com,"Helping Hawaiʻi business owners and buyers move forward with clarity, discretion, and thoughtful support.",active,2026-08-26T15:01:49.785309+00:00,2026-08-26T15:01:49.785309+00:00,True
4bec22bcf932a034,Connect & Explore,,,,Lihue,HI,other,tel:808-240-3020,"jim mayfield, mba",www.islandbusinessbrokers.com,"Connect & Explore 808.240.3020 info@islandbusinessbrokers.com 4370 Kukui Grove St Ste 214 Lihue, HI 96766 BLOG ABOUT US BLOG ABOUT US Facebook-f Twitter Youtube © 2026 Island Business Brokers. Site Powered by Hawaii Information Service Start the Conversation Name Email Message Send © 2026 Island Business Brokers. Site Powered by Hawaii Information Service",active,2026-08-26T15:01:49.789151+00:00,2026-08-26T15:01:49.789151+00:00,True
4bec22bcf932a034,Connect & Explore,,,,Lihue,HI,other,tel:808-240-3020,"jim mayfield, mba",www.islandbusinessbrokers.com,"Connect & Explore 808.240.3020 info@islandbusinessbrokers.com 4370 Kukui Grove St Ste 214 Lihue, HI 96766 BLOG ABOUT US BLOG ABOUT US Facebook-f Twitter Youtube",active,2026-08-26T15:01:49.792343+00:00,2026-08-26T15:01:49.792343+00:00,True
4bec22bcf932a034,Connect & Explore,,,,Lihue,HI,other,tel:808-240-3020,"jim mayfield, mba",www.islandbusinessbrokers.com,"Connect & Explore 808.240.3020 info@islandbusinessbrokers.com 4370 Kukui Grove St Ste 214 Lihue, HI 96766 BLOG ABOUT US BLOG ABOUT US Facebook-f Twitter Youtube",active,2026-08-26T15:01:49.794247+00:00,2026-08-26T15:01:49.794247+00:00,True
5a78e44833bc86b7,Hawaii Information Service,,,,,HI,other,http://hawaiiinformation.com,"jim mayfield, mba",www.islandbusinessbrokers.com,bg_error_lines circle_dots 403 - Forbidden Access to this page is forbidden. clouds_shape,active,2026-08-26T15:01:49.797629+00:00,2026-08-26T15:01:49.797629+00:00,True
5a78e44833bc86b7,Hawaii Information Service,,,,,HI,other,http://hawaiiinformation.com,"jim mayfield, mba",www.islandbusinessbrokers.com,hawaiiinformation.com Checking the site connection security,active,2026-08-26T15:01:49.798602+00:00,2026-08-26T15:01:49.798602+00:00,True
5a78e44833bc86b7,Hawaii Information Service,,,,,HI,other,http://hawaiiinformation.com,"jim mayfield, mba",www.islandbusinessbrokers.com,hawaiiinformation.com Checking the site connection security,active,2026-08-26T15:01:49.799292+00:00,2026-08-26T15:01:49.799292+00:00,True
5a78e44833bc86b7,Hawaii Information Service,,,,,HI,other,http://hawaiiinformation.com,"jim mayfield, mba",www.islandbusinessbrokers.com,bg_error_lines circle_dots 403 - Forbidden Access to this page is forbidden. clouds_shape,active,2026-08-26T15:01:49.801112+00:00,2026-08-26T15:01:49.801112+00:00,True
85627ce7e898d1e8,Oviedo Executive Center,550000.0,,,Oviedo,FL,other,https://millenia-partners.com/listings?propertyId=830769-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.700097+00:00,2026-08-26T15:32:02.700097+00:00,
416079f06a1074b7,Bay Street Business Center,2500000.0,,,Eustis,FL,other,https://millenia-partners.com/listings?propertyId=1679117-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.701004+00:00,2026-08-26T15:32:02.701004+00:00,
1696ce2b1543144f,Find yournext property,,,,Eustis,FL,other,https://millenia-partners.com/listings?propertyId=1675577-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.701871+00:00,2026-08-26T15:32:02.701871+00:00,
c8d75af122950bd5,"1223 COLUMBIA ST ORLANDO, 32805",1300000.0,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1630035-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.702888+00:00,2026-08-26T15:32:02.702888+00:00,
f3017470a532584e,Developer Closeout - Last Pad Ready Lot,625000.0,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1349336-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.703793+00:00,2026-08-26T15:32:02.703793+00:00,
98498043d1e52ffe,Windermere Business Center,,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1577045-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.704919+00:00,2026-08-26T15:32:02.704919+00:00,
c2fc34e5cfb5af46,125 West Pineview Street,,,,Altamonte Springs,FL,other,https://millenia-partners.com/listings?propertyId=1578326-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.705789+00:00,2026-08-26T15:32:02.705789+00:00,
62180f7bf7eccb95,Find yournext property,,,,St Kissimmee,FL,other,https://millenia-partners.com/listings?propertyId=1544518-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.706650+00:00,2026-08-26T15:32:02.706650+00:00,
6554244f7061ad24,Find yournext property,,,,Ocoee,FL,other,https://millenia-partners.com/listings?propertyId=1616828-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.707492+00:00,2026-08-26T15:32:02.707492+00:00,
9f6acbe54c3eab50,Find yournext property,,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1614896-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.708314+00:00,2026-08-26T15:32:02.708314+00:00,
ae2d2ed0ea3a604f,Find yournext property,,,,Rd Kissimmee,FL,other,https://millenia-partners.com/listings?propertyId=899701-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.709146+00:00,2026-08-26T15:32:02.709146+00:00,
ab52209500c444e9,4589 Henry C. Yates Lane,1525000.0,,,Cloud,FL,other,https://millenia-partners.com/listings?propertyId=1611059-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.710007+00:00,2026-08-26T15:32:02.710007+00:00,
4771ac96f7eba04a,"2320 North Blvd W # I 3, I 4",,,,Davenport,FL,other,https://millenia-partners.com/listings?propertyId=1617845-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.710813+00:00,2026-08-26T15:32:02.710813+00:00,
87df9b7348304afa,Building 5 - Sunrise Medical Office Park,,,,Clermont,FL,healthcare,https://millenia-partners.com/listings?propertyId=1332993-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.711672+00:00,2026-08-26T15:32:02.711672+00:00,
a2297e25383cfada,Find yournext property,,,,Winter Garden,FL,other,https://millenia-partners.com/listings?propertyId=1052500-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.712565+00:00,2026-08-26T15:32:02.712565+00:00,
d2ab47273a563bb1,Find yournext property,,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1599925-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.713412+00:00,2026-08-26T15:32:02.713412+00:00,
ce5f94fb1817e151,1750 Longleaf Boulevard,,,,Lake Wales,FL,other,https://millenia-partners.com/listings?propertyId=1582649-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.714237+00:00,2026-08-26T15:32:02.714237+00:00,
23cc059c9bc7d2da,Montgomery Executive Center,,,,Altamonte Springs,FL,other,https://millenia-partners.com/listings?propertyId=1136743-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.715131+00:00,2026-08-26T15:32:02.715131+00:00,
788871d158a67213,Find yournext property,,,,Winter Springs,FL,other,https://millenia-partners.com/listings?propertyId=1622778-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.715968+00:00,2026-08-26T15:32:02.715968+00:00,
71dbf4b3aa38115e,Find yournext property,925000.0,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=434685-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.716802+00:00,2026-08-26T15:32:02.716802+00:00,
d415608b0f192bd3,Liberty Management Building,819000.0,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1605952-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.717648+00:00,2026-08-26T15:32:02.717648+00:00,
80c3427cf8005ea1,Find yournext property,1500000.0,,,Avenue Jacksonville,FL,other,https://millenia-partners.com/listings?propertyId=1627123-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.718575+00:00,2026-08-26T15:32:02.718575+00:00,
4c6b5aee39539e8e,Find yournext property,600000.0,,,St Marietta,GA,other,https://millenia-partners.com/listings?propertyId=1136055-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.719399+00:00,2026-08-26T15:32:02.719399+00:00,
8282a42d588f4749,Second Generation Medical Office Condo,2100000.0,,,Bogart,GA,healthcare,https://millenia-partners.com/listings?propertyId=1562134-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.720207+00:00,2026-08-26T15:32:02.720207+00:00,
97561250f4b842cf,Find yournext property,,,,Orlando,FL,other,https://millenia-partners.com/listings?propertyId=1591138-sale,luke sawyer,buildout.com,"We’d love to know more about your property needs. If it’s out there, we’ll find it or help you build it.",active,2026-08-26T15:32:02.721133+00:00,2026-08-26T15:32:02.721133+00:00,
9e5b441f5c10a525,Absentee Licensed Childcare Center + Real Estate ,1780000.0,,1000000.0,IN,IN,other,https://leadingedgebrokers.com/businesses-for-sale/,dana jennings,leadingedgebrokers.com,Absentee Licensed Childcare Center + Real Estate ,,2026-08-26T15:55:36.563087+00:00,2026-08-26T15:55:36.563087+00:00,
4a9d31e3b28f64ba,Nationwide Contract Labor Solutions Provider - Very Niche,,800000.0,,TX,TX,other,https://leadingedgebrokers.com/businesses-for-sale/,dana jennings,leadingedgebrokers.com,Nationwide Contract Labor Solutions Provider - Very Niche,,2026-08-26T15:55:36.563185+00:00,2026-08-26T15:55:36.563185+00:00,
088e8f42da888a8e,"Bookkeeping, Payroll & Tax Practice (EA, Non-CPA), ~$1.2M Adjusted Ear",,1290000.0,1540000.0,NC,NC,other,https://leadingedgebrokers.com/businesses-for-sale/,dana jennings,leadingedgebrokers.com,"Bookkeeping, Payroll & Tax Practice (EA, Non-CPA), ~$1.2M Adjusted Ear",,2026-08-26T15:55:36.563229+00:00,2026-08-26T15:55:36.563229+00:00,
33b48c2398242fe1,Commercial Realty Solutions | Real Estate Brokerage Services,,,,Buffalo,MN,automotive,https://crs-mn.com/,wayne elam,crs-mn.com,"Commercial Realty Solutions 763-682-2400 a  Properties Properties Service Areas Businesses Resources Resources Business Brokerage Representation Property Valuation News About Us About Us Our Team Testimonials Contact Us Your Partner in Commercial Real Estate Commercial Realty Solutions is a full-service commercial real estate agency specializing in real estate brokerage and representation services. CRS has a coverage area from I-494 throughout Central Minnesota and includes commercial real estate services in Iowa as well. We can assist with all types of commercial real estate, including office, retail, industrial, and more. We’re a dedicated, customer-focused agency; we work closely with you to find the best location for your business , and we stay with you until the deal is closed. Service Guided by Values and Experience At CRS, customer satisfaction and quality of service are our top priori ties . Our job is not done until you sign the lease and close the deal on your perfect property. Everything we do at CRS is guided by our four core values: Integrity, Excellence, Teamwork, and Credibility. Integrity Honesty and trust are the foundation of a successful business relationship. At CRS, we strive to provide the context you need to make informed decisions. We’ll never mislead you or try to sell you on properties that don’t fit with your company goals. Excellence With over 25 years in the industry , CRS has the expertise and professional network to find the perfect real estate solution for you and your business. Our staff can walk you through the entire brokerage process, from the initial research phase until the deal is closed . Teamwork Nobody knows your business better than you. By combining our real estate expertise with your company vision, we ensure you find the perfect real estate solution for your business . Credibility The CRS team is comprised of skilled professionals , experts in brokering deal s in a wide array of industries. With decades of experience, C",active,2026-08-26T15:57:11.566909+00:00,2026-08-26T15:57:11.566909+00:00,True
91aae6c131e3047a,GET IN TOUCH,,,,,MN,restaurant,https://crs-mn.com/contact/,wayne elam,crs-mn.com,"Commercial Realty Solutions 763-682-2400 a  Properties Properties Service Areas Businesses Resources Resources Business Brokerage Representation Property Valuation News About Us About Us Our Team Testimonials Contact Us GET IN TOUCH The commercial real estate industry can be overwhelming to navigate on your own, but you don’t need to do it alone. Commercial Realty Solutions has the real estate expertise to help walk you through the process—from initial research until the deal is closed. Contact us to schedule a consultation, and we’ll get back to you within two business days. Use the form below for general real estate inquiries. To contact a specific agent, visit the Our Team page. Contact Us Contact Form X/Twitter This field is for validation purposes and should be left unchanged. Name (Required) Email (Required) Phone (Required) Property (Required) Message (Required) Submit About Commercial Realty Solutions is a full-service commercial real estate and business brokerage servicing Central Minnesota. Our team of expert agents are more than capable of finding the perfect property for your business needs. Vision CRS strives to be one of the most reliable and trustworthy agencies in the industry. We’re dedicated to providing the services you need, and only the services you need. We’ll never upsell you on more expensive properties and we’ll never try to interfere with your business vision. Values CRS believes that true success in the real estate industry can only be achieved by fostering an atmosphere of integrity, credibility, teamwork, and excellence. We work with you to ensure you get the results you need to embark on the next step of your journey. Mission Our mission is to provide brokerage services that meet each of our clients ’ needs. At CRS, we provide real estate solutions, not more problems.       CONTACT 3 Hwy 55 W Buffalo, MN 55313-4320 763-682-2400 706 W. St. Germain Street St Cloud, MN 56301 ABOUT Commercial Realty Solutions is a full-service commer",active,2026-08-26T15:57:11.570329+00:00,2026-08-26T15:57:11.570329+00:00,True
350fab839487d992,"Commercial Realty Solutions, LLC | Buffalo MN",,,,Buffalo,MN,other,https://www.facebook.com/CRS.CommercialRealtySolutions/,wayne elam,crs-mn.com,"      CONTACT 3 Hwy 55 W Buffalo, MN 55313-4320 763-682-2400 706 W. St. Germain Street St Cloud, MN 56301 ABOUT Commercial Realty Solutions is a full-service commercial real estate and business brokerage with listings throughout Central Minnesota. Another brilliant solution by LuminFire powered by BrilliantMaps Copyright © 2026 Privacy Policy",active,2026-08-26T15:57:11.575560+00:00,2026-08-26T15:57:11.575560+00:00,True
