id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,first_seen,last_seen
81c9785228b76aed,Swiss Para-Banking Financial Services Business with payment services and crypto trading platform,,,,,,other,https://mergerscorp.com/property/swiss-neo-banking-services-company-with-payment-services-and-crypto-trading-platform/,bona kim,mergerscorp.com,"Swiss Para-Banking Financial Services Business with payment services and crypto trading platform Zug , Switzerland EBITDA TBA Gross TBA Price Fr.1,500,000",2026-07-12T15:42:42.345471+00:00,2026-07-12T15:42:42.345471+00:00
ec61d84070eeb6a3,Metal Fabrication Installation and Repair Powerhouse Business,2500000.0,400000.0,,,,manufacturing,https://mergerscorp.com/property/metal-fabrication-installation-and-repair-powerhouse-business/,bona kim,mergerscorp.com,"Metal Fabrication Installation and Repair Powerhouse Business United States EBITDA $400,000 Gross $2,500,000 Price $1,790,000",2026-07-12T15:42:42.346006+00:00,2026-07-12T15:42:42.346006+00:00
7b5ca3913414c937,Relocatable Audio Product Designer and Manufacturer,5000000.0,300000.0,,,,other,https://mergerscorp.com/property/relocatable-audio-product-designer-and-manufacturer/,bona kim,mergerscorp.com,"Relocatable Audio Product Designer and Manufacturer United States EBITDA $300,000 Gross $1,000,000 Price $5,000,000",2026-07-12T15:42:42.346518+00:00,2026-07-12T15:42:42.346518+00:00
187336c0634ef778,Dispute Resolution Software,12500000.0,12500000.0,,,,technology,https://mergerscorp.com/property/dispute-resolution-software/,bona kim,mergerscorp.com,"Dispute Resolution Software London , United Kingdom EBITDA TBD Gross TBD Price $12,500,000",2026-07-12T15:42:42.347001+00:00,2026-07-12T15:42:42.347001+00:00
8f65d39f821b1a5a,Relocatable Popular Sporting Goods Manufacturer and Importer,8000000.0,1250000.0,,,,other,https://mergerscorp.com/property/relocatable-popular-sporting-goods-manufacturer-and-importer/,bona kim,mergerscorp.com,"Relocatable Popular Sporting Goods Manufacturer and Importer United States EBITDA $1,250,000 Gross $7,400,000 Price $8,000,000",2026-07-12T15:42:42.347515+00:00,2026-07-12T15:42:42.347515+00:00
ba04b8c10bebca6a,Family Home Contractor Servicing,65000000.0,8000000.0,,,,construction,https://mergerscorp.com/property/family-home-contractor-servicing-washington-oregon/,bona kim,mergerscorp.com,"Family Home Contractor Servicing United States EBITDA $8,000,000 Gross $65,000,000 Price $39,000,000",2026-07-12T15:42:48.016289+00:00,2026-07-12T15:42:48.016289+00:00
5c69ac0946428a32,Profitable Exclusive Dairy Farm Business,,,,,,other,https://mergerscorp.com/property/profitable-exclusive-dairy-farm/,bona kim,mergerscorp.com,"Profitable Exclusive Dairy Farm Business Romania EBITDA €2,632,348 Gross €6,922,815 Price €20,000,000",2026-07-12T15:42:48.016936+00:00,2026-07-12T15:42:48.016936+00:00
4a3a5fed3ccdf0b3,15-Year-Old American Telecommunication Business offering VOIP-enabled phone numbers,2500000.0,1000000.0,,,,other,https://mergerscorp.com/property/15-year-old-american-telecommunication-business-offering-voip-enabled-phone-numbers/,bona kim,mergerscorp.com,"15-Year-Old American Telecommunication Business offering VOIP-enabled phone numbers United States EBITDA TBA Gross $1,000,000 Price $2,500,000",2026-07-12T15:42:48.017532+00:00,2026-07-12T15:42:48.017532+00:00
35f8f53c96d40ac0,Portfolio of 3x Brand New HPP Hydro Power Plants [approx 200MW],30600000.0,26000000.0,,,,technology,https://mergerscorp.com/property/portfolio-of-3x-brand-new-hydro-power-plants-hpp/,bona kim,mergerscorp.com,"Portfolio of 3x Brand New HPP Hydro Power Plants [approx 200MW] Nepal EBITDA $26,000,000 Gross $30,600,000 Price $325,000,000",2026-07-12T15:42:48.018179+00:00,2026-07-12T15:42:48.018179+00:00
f0df64f02adf5577,Japanese Musician Royalties Rights,10000000.0,1000000.0,,,,other,https://mergerscorp.com/property/japanese-musician-royalties-rights/,bona kim,mergerscorp.com,"Japanese Musician Royalties Rights Japan EBITDA $1,000,000 Gross $1,000,000 Price $10,000,000",2026-07-12T15:42:48.018679+00:00,2026-07-12T15:42:48.018679+00:00
a96ba39e0b3e04ce,Business Specialized in the Production and Sale of PVC Ornamental Panels,,,,,,manufacturing,https://mergerscorp.com/property/business-specialized-in-the-production-and-sale-of-pvc-ornamental-panels/,bona kim,mergerscorp.com,"Business Specialized in the Production and Sale of PVC Ornamental Panels Romania EBITDA €817,400 Gross €4,773,606 Price €10,087,000",2026-07-12T15:42:48.019286+00:00,2026-07-12T15:42:48.019286+00:00
b8c52957c2e99633,Historical Granite Manufacturing Business,6000000.0,6000000.0,,,,manufacturing,https://mergerscorp.com/property/historical-granite-manufacturing-business/,bona kim,mergerscorp.com,"Historical Granite Manufacturing Business Almaty , Kazakhstan EBITDA TBA Gross TBA Price $6,000,000",2026-07-12T15:42:48.019768+00:00,2026-07-12T15:42:48.019768+00:00
1f63115bf69322e6,40-Year-Old MENA Pharmaceutical Manufacturing Company,45000000.0,6279944.0,,,,manufacturing,https://mergerscorp.com/property/40-year-old-mena-pharmaceutical-manufacturing-company/,bona kim,mergerscorp.com,"40-Year-Old MENA Pharmaceutical Manufacturing Company Jordan EBITDA $6,279,944 Gross $37,000,000 Price $45,000,000",2026-07-12T15:42:48.020311+00:00,2026-07-12T15:42:48.020311+00:00
9dfbd1ec269a4b6f,33MW 4x HPP Hydro Power Plant,12500000.0,12500000.0,,,,other,https://mergerscorp.com/property/33mw-hydro-power-plant/,bona kim,mergerscorp.com,"33MW 4x HPP Hydro Power Plant Khorgos , Kazakhstan EBITDA TBD Gross TBD Price $12,500,000",2026-07-12T15:42:48.020779+00:00,2026-07-12T15:42:48.020779+00:00
a967e379e791232f,Copper Mining Business with a SX-EW plant (JORC certified),100000000.0,100000000.0,,,,other,https://mergerscorp.com/property/copper-project-recovery-with-a-sx-ew-plant-jorc-certified/,bona kim,mergerscorp.com,"Copper Mining Business with a SX-EW plant (JORC certified) Kazakhstan EBITDA TBA Gross TBA Price $100,000,000",2026-07-12T15:42:48.021281+00:00,2026-07-12T15:42:48.021281+00:00
