id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,first_seen,last_seen
a75ba6170546bc76,Industrial Equipment Distribution and Service Firm - A R Business Brokers,3152174.0,278649.0,,,,technology,https://aldrin.ca/listing/industrial-equipment-distribution-and-service-firm/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Industrial Equipment Distribution and Service Firm ASKING PRICE: N/A LOCATION: GTA LISTING DETAILS: LISTING ID: 3791 TYPE OF SALE: M&A MLS CODE: RELOCATABLE: INDUSTRY: Wholesale & Distribution REASON FOR SALE: TRAINING & SUPPORT: ABSENTEE OWNER: DESCRIPTION: This is a rare opportunity to acquire a well-established, profitable distributor of industrial equipment, consumables, and services operating across Canada. The company serves the printing, mailing, print finishing, paper handling, card handling, and packaging and fulfillment sectors, acting as the leading single-source distributor of equipment, consumables, parts, and ongoing service support. With a global vendor network and a deeply rooted Canadian customer base, the business has built a strong reputation for supplying leading-edge technology alongside qualified, trained technical professionals. Service capabilities include installation, training, refurbishment, and full customized line integration ranging from plug-and-play setups to complex end-to-end solutions. A customer-first operating philosophy has driven consistent satisfaction and recurring revenue across an established national client base. The business is not reliant on any single vendor or geography, offering meaningful ",2026-07-16T15:26:29.194315+00:00,2026-07-16T15:26:29.194315+00:00
679312e2c2c48362,Profitable and Established Sustainable Apparel Brand - A R Business Brokers,1038865.0,205289.0,,,,technology,https://aldrin.ca/listing/profitable-and-established-sustainable-apparel-brand/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Profitable and Established Sustainable Apparel Brand ASKING PRICE: N/A LOCATION: Southern Ontario LISTING DETAILS: LISTING ID: 3789 TYPE OF SALE: Established Business MLS CODE: RELOCATABLE: INDUSTRY: Retail REASON FOR SALE: TRAINING & SUPPORT: ABSENTEE OWNER: DESCRIPTION: This is an opportunity to acquire an established direct-to-consumer fashion business specializing in premium, one-of-a-kind, size-inclusive apparel created from repurposed luxury textiles. Operating within the growing sustainable fashion sector, the company has built a large and loyal customer base across Canada and the United States through a combination of e-commerce, a strong social media presence, live digital events, a brick-and-mortar location, and repeat customer relationships. The business benefits from a differentiated product offering, strong brand recognition within its niche, and a highly engaged customer community that supports recurring sales and customer retention. The company utilizes an efficient small-batch production model supported by experienced artisan partners, resulting in consistent product quality and reduced inventory risk. With increasing consumer demand for sustainable, ethically produced, and size-inclusive apparel, the business is well-posi",2026-07-16T15:26:29.195085+00:00,2026-07-16T15:26:29.195085+00:00
a04dce8deb822cc7,High Voltage Electrical Contracting and Engineering Firm - A R Business Brokers,11364265.0,670684.0,,,,technology,https://aldrin.ca/listing/high-voltage-electrical-contracting-and-engineering-firm/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings High Voltage Electrical Contracting and Engineering Firm ASKING PRICE: N/A LOCATION: GTA LISTING DETAILS: LISTING ID: 3786 TYPE OF SALE: M&A MLS CODE: RELOCATABLE: INDUSTRY: Construction & Trades REASON FOR SALE: TRAINING & SUPPORT: ABSENTEE OWNER: DESCRIPTION: A profitable, owner-operated electrical contracting and power systems engineering firm serving industrial, commercial, institutional and municipal clients across Ontario is available for acquisition. With over 19 years of operating history, the company specializes in medium and high-voltage electrical infrastructure and delivers end-to-end services across the equipment lifecycle including power systems engineering and studies, system design and commissioning, substation and transformer servicing, preventative and emergency maintenance, equipment testing, equipment supply and rental, and 24/7 emergency response. The business is ESA-licensed and operates from a GTA facility, supported by a long-tenured, multidisciplinary in-house team of engineers, journeymen, technicians, and apprentices. A diversified blue-chip client base spanning industrial manufacturing, Class-A commercial real estate, post-secondary institutions and municipalities drives recurring service requirements and ongoi",2026-07-16T15:26:29.195820+00:00,2026-07-16T15:26:29.195820+00:00
601ac9a3f063aaf7,Specialized Auto Performance Tuning Shop - A R Business Brokers,3463985.0,455904.0,,,,technology,https://aldrin.ca/listing/specialized-auto-performance-tuning-shop/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Specialized Auto Performance Tuning Shop ASKING PRICE: N/A LOCATION: GTA LISTING DETAILS: LISTING ID: 3767 TYPE OF SALE: Established Business MLS CODE: RELOCATABLE: INDUSTRY: Automotive Repair & Services REASON FOR SALE: TRAINING & SUPPORT: Yes ABSENTEE OWNER: DESCRIPTION: This opportunity features a well-established automotive performance business that focuses on high-end European vehicles, providing precision tuning and performance optimization services. The company has built a reputation for technical excellence, reliable results, and strong client relationships, serving a mix of repeat and referral-driven customers. The business operates through a structured workflow with experienced technicians and standardized protocols, ensuring consistent quality across all projects. Revenue streams include one-off performance enhancements, recurring tuning services, and supplemental aftermarket product sales, creating a balanced and resilient business model. It also maintains competitive advantages like in-and-out service, where owners can rely on fast, same-day maintenance, diagnostics, and performance adjustments to get their vehicle back on the road immediately. This platform appeals to automotive service operators, specialty tuning consolidat",2026-07-16T15:26:29.196508+00:00,2026-07-16T15:26:29.196508+00:00
f9e7bdf73c8ab71a,Established Canadian Immigration Law Practice - A R Business Brokers,,,,,,technology,https://aldrin.ca/listing/established-canadian-immigration-law-practice/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Established Canadian Immigration Law Practice ASKING PRICE: N/A LOCATION: GTA LISTING DETAILS: LISTING ID: 3756 TYPE OF SALE: Established Business MLS CODE: RELOCATABLE: INDUSTRY: Professional Services REASON FOR SALE: TRAINING & SUPPORT: Yes ABSENTEE OWNER: DESCRIPTION: Unique opportunity to acquire a well-established Canadian immigration law practice operating since 2013. The firm has built a recognized brand within the immigration sector and manages approximately 500+ files annually across permanent residence, temporary residence, inadmissibility, and complex procedural matters. The practice benefits from diversified revenue streams, strong organic inbound demand through SEO and digital visibility, and a meaningful concentration of higher-fee complex cases including TRP, Criminal Rehabilitation, ARC, and procedural fairness matters. The client base is geographically diversified—55% domestic, 45% international. Operations are structured and systematized, supported by standardized workflows, templates, and digital file management. The business is not dependent on a single referral source and maintains consistent inbound inquiries through organic channels. The firm operates with a flexible service model allowing remote or hybrid execution",2026-07-16T15:26:29.197207+00:00,2026-07-16T15:26:29.197207+00:00
de92428e9a756b24,Non CWELCC Montessori Childcare and Private School - A R Business Brokers,950000.0,950000.0,950000.0,,,technology,https://aldrin.ca/listing/non-cwelcc-montessori-childcare-and-private-school/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Non CWELCC Montessori Childcare and Private School ASKING PRICE: $950,000 LOCATION: Eastern Ontario LISTING DETAILS: LISTING ID: 3790 TYPE OF SALE: Established Business MLS CODE: Exclusive RELOCATABLE: No INDUSTRY: Childcare & Early Learning REASON FOR SALE: Strategic Growth Opportunity TRAINING & SUPPORT: Ownership has indicated a willingness to support a smooth transition following closing. ABSENTEE OWNER: No DESCRIPTION: A rare opportunity to acquire a fully licensed Montessori childcare and private school operating from a modern, purpose-built facility in Eastern Ontario. The business offers programs across multiple age groups and benefits from a strong educational foundation, experienced staff, an established digital presence, and significant capacity for future enrolment growth. The facility is fully equipped and operational, built on authentic Montessori principles, and affiliated with Montessori Canada, allowing for a seamless ownership transition. The school is strategically positioned in a growing market with increasing demand for quality childcare and private education services. Additional growth opportunities exist through enrolment expansion, before and after school programs, seasonal camps, enrichment offerings, and other co",2026-07-16T15:26:29.198153+00:00,2026-07-16T15:26:29.198153+00:00
55e2ddb1654847d6,Profitable Full Service Property Maintenance - A R Business Brokers,2905627.0,559702.0,2905627.0,,,construction,https://aldrin.ca/listing/profitable-full-service-property-maintenance/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Profitable Full Service Property Maintenance ASKING PRICE: $2,400,000 LOCATION: Alberta LISTING DETAILS: LISTING ID: 3715 TYPE OF SALE: M&A MLS CODE: RELOCATABLE: INDUSTRY: Construction & Trades REASON FOR SALE: Lifestyle Change TRAINING & SUPPORT: Up to 12 months ABSENTEE OWNER: No DESCRIPTION: An exceptional opportunity to acquire a well-established, full-service general contracting business with a strong presence in the commercial and institutional property sectors. With over 30 years of construction and building maintenance experience, the company is trusted by property managers, building owners, and construction professionals for its broad capabilities and consistent, high-quality delivery. The business provides end-to-end solutions, including project planning, tenant improvements, permitting support, and rapid-response services. Its comprehensive suite of construction and maintenance offerings makes it a true one-stop resource for clients across industrial, commercial, and retail environments. With a flexible, scalable operating model and a strong referral-based client acquisition system, the company benefits from steady project flow, recurring engagements, and long-standing client relationships. This opportunity is ideal for strate",2026-07-16T15:26:29.199151+00:00,2026-07-16T15:26:29.199151+00:00
9c4331e10e2a6751,Profitable Final Mile Courier Business - A R Business Brokers,445725.0,189947.0,445725.0,,,automotive,https://aldrin.ca/listing/profitable-final-mile-courier-business/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Profitable Final Mile Courier Business ASKING PRICE: $300,000 LOCATION: Waterloo Region LISTING DETAILS: LISTING ID: 3792 TYPE OF SALE: Established Business MLS CODE: Exclusive RELOCATABLE: No INDUSTRY: Transportation & Logistics REASON FOR SALE: Other Ventures TRAINING & SUPPORT: 4 weeks of on-the-job training included. ABSENTEE OWNER: No DESCRIPTION: This is a rare opportunity to acquire a well-established final mile courier business operating under an exclusive long-term contract with a single nationally recognized freight and logistics carrier, with over a decade of uninterrupted service tenure. The business has built a proven and scalable platform delivering consistent, recurring revenue requiring no independent sales, client acquisition or marketing. The operation services a defined and protected multi-community territory through an established number of full-time routes, with demonstrated capacity for seasonal expansion, all originating and terminating at a carrier-operated terminal with excellent highway access. Revenue is entirely carrier-generated providing meaningful revenue predictability, low customer concentration risk, and a clear path for volume and route growth within the existing contract framework. Ideal for an owner-op",2026-07-16T15:26:29.200136+00:00,2026-07-16T15:26:29.200136+00:00
c4ce5032b3291848,Custom Modular Manufacturer with Year Round Plant - A R Business Brokers,4751563.0,810202.0,4751563.0,,,manufacturing,https://aldrin.ca/listing/custom-modular-manufacturer-with-year-round-plant/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Custom Modular Manufacturer with Year Round Plant ASKING PRICE: $3,200,000 LOCATION: Alberta LISTING DETAILS: LISTING ID: 3787 TYPE OF SALE: Established Business MLS CODE: Exclusive RELOCATABLE: No INDUSTRY: Construction & Trades REASON FOR SALE: New Ventures TRAINING & SUPPORT: Owner and management team are prepared to provide comprehensive training and onboarding support. ABSENTEE OWNER: Yes DESCRIPTION: This is an opportunity to acquire an established modular construction manufacturer serving commercial, residential, workforce accommodation, and infrastructure-related markets across Canada. The company provides comprehensive project delivery services, including design coordination, manufacturing, logistics support, and installation assistance, allowing clients to benefit from a streamlined and efficient construction process. Its diversified customer base, proven operating model, and reputation for quality have contributed to sustained demand and recurring project opportunities. The business operates from a large-scale indoor manufacturing facility that enables year-round production, reduced construction timelines, and enhanced quality control. Supported by an experienced team of project managers, designers, and skilled trades professio",2026-07-16T15:26:29.201111+00:00,2026-07-16T15:26:29.201111+00:00
1fd158e6d707ac34,Generations Old Landscape and Snow Business - A R Business Brokers,4405837.0,314828.0,4405837.0,,,landscaping,https://aldrin.ca/listing/generations-old-landscape-and-snow-business/,aldrin raphael fernandes,aldrin.ca,"SELL Sell My Business Sell Franchise Business Business Valuation Calculator Sellability Score Our Selling Process Completed Deals Testimonials Seller FAQ Seller Articles Download Whitepaper BUY Buy a Business Businesses for Sale Search & Representation New Franchises OFF Market Deals Buyer FAQ Buyer Articles Buyer Profile Buying Tutorial VALUATION Grow My Business Valuation Services Valuation Calculator EBITDA Calculator Sellability Score Freedom Score PREScore™ ABOUT Who We Are Our Team Our Associates Completed Deals Testimonials Case Studies Our Group Companies Join Us Realtor Referral CONTACT LISTINGS 416.333.7999 LISTINGS 416.333.7999 Menu BACK TO LISTINGS TEXT ALERTS EMAIL LISTING PRINT LISTING SAVE LISTING View Saved Listings Generations Old Landscape and Snow Business ASKING PRICE: $1,400,000 LOCATION: GTA LISTING DETAILS: LISTING ID: 3785 TYPE OF SALE: Established Business MLS CODE: Exclusive RELOCATABLE: No INDUSTRY: Construction & Trades REASON FOR SALE: Retirement TRAINING & SUPPORT: Ownership will provide a structured transition period. ABSENTEE OWNER: No DESCRIPTION: This is an opportunity to acquire an established, ground maintenance business specializing in lawn maintenance, landscape construction, and snow removal services for multi-residential properties across the Greater Toronto Area. The business primarily services high-rise apartment rentals and condominium buildings, providing consistent, contract-based services supported by strong client retention and recurring revenue streams. The company operates with an experienced team and streamlined processes, supporting efficient service delivery across multiple sites. It has built a strong reputation for reliability and quality, resulting in long-standing relationships with property managers and stable demand year-round. This opportunity is well-suited for a strategic buyer seeking to expand within the property services or facilities maintenance sector, or a financial buyer looking for a scalable platf",2026-07-16T15:26:29.202057+00:00,2026-07-16T15:26:29.202057+00:00
