id,title,asking_price,cash_flow,revenue,city,state,vertical,url,broker_name,broker_domain,description,status,first_seen,last_seen
603ebe9eca1813b5,"Proven, Profitable, B2B Tech  Distribution Business, HUGE MARKET TAIL WINDS",560000.0,560000.0,6400000.0,,NC,technology,https://thedealfirm.com/listing/proven-profitable-b2b-tech-distribution-business-huge-market-tail-winds/,adam gilman,thedealfirm.com,"September 28, 2023 by BBP 0 comments Proven, Profitable, B2B Tech  Distribution Business, HUGE MARKET TAIL WINDS ← BACK TO LISTINGS PRINT LISTING → Price: $2,300,000 Location: Central North Carolina Industry: Merchant Wholesalers Listing ID: RL00295 Listing Status: Sold Description This is a profitable, niche market, B2B distribution business that has been continually active since the 1970’s. The business distributes products to Tech OEM, and is considered a key strategic domestic supplier.  Significant, material MARKET HEADWINDS de LISTING DETAILS Total Sales: $6,400,000 Cash Flow: $560,000 LISTING BROKER Carter Chill Phone: 919-525-4477 Email: carter.chill@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Established Turn Key Salon Previous Post Popular Music and Dance School for Sale in North OC Next Post",sold,2026-08-23T23:07:14.675762+00:00,2026-08-23T23:07:14.675762+00:00
7aa5b64d1393661b,"Thriving, Asphalt Paving Company in Western North Carolina",531619.0,531619.0,1312445.0,,NC,construction,https://thedealfirm.com/listing/thriving-asphalt-paving-company-in-western-north-carolina/,adam gilman,thedealfirm.com,"March 19, 2025 by BBP 0 comments Thriving, Asphalt Paving Company in Western North Carolina ← BACK TO LISTINGS PRINT LISTING → Price: $1,200,000 Location: Western North Carolina Industry: Construction Listing ID: RL00304 Listing Status: Available Description Established in 1995, this well located asphalt paving company  includes modern, capable equipment, stable supply chain, and a skilled labor force.is  serving a strong, repeating commercial and residential markets. This is a significant opportunity for an owner/operator that can take it to the next level. There is capacity headroom and growing market tailwinds with opportunities for adjacent products and market. The owner is committed to supporting a successful transition. LISTING DETAILS Total Sales: $1,312,445 Cash Flow: $531,619 For more information on this listing, please complete our Non-Disclosure Agreement PLEASE FILL OUT OUR NDA → LISTING BROKER Carter Chill Phone: 919-525-4477 Email: carter.chill@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Fashion Forward Opportunity Previous Post long-established market research firm with well-built facilities and consistent clients Next Post",active,2026-08-23T23:07:14.677635+00:00,2026-08-23T23:07:14.677635+00:00
146bb18d5650814a,OC Bike Business in Prime Location,280667.0,280667.0,846299.0,Manhattan Beach,CA,restaurant,https://thedealfirm.com/listing/oc-bike-business-in-prime-location/,adam gilman,thedealfirm.com,"August 9, 2023 by BBP 0 comments OC Bike Business in Prime Location ← BACK TO LISTINGS PRINT LISTING → Price: $799,000 Location: Orange County Industry: General Merchandise Stores Listing ID: SD00622 Listing Status: Sold Description For the last 10 years, this has been one of the top beach and bicycle rental businesses in OC. From pedal bikes to electric bikes, paddleboards and surfboards, chairs and umbrellas, they have it all. In addition, they are an authorized electric bike deale LISTING DETAILS Total Sales: $846,299 Cash Flow: $280,667 LISTING BROKER Tom Burns DRE 01859915 Phone: 949-280-4272 Email: tom.burns@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Highly Profitable Self-Serve Yogurt Franchise for Sale Previous Post Fast Casual North County Healthy Restaurant Sold As-Is or Convert it Next Post",sold,2026-08-23T23:07:14.682982+00:00,2026-08-23T23:07:14.682982+00:00
b7dc864a54f401ff,Growing Remodel/Renovation Company,194000.0,194000.0,1250000.0,,NC,restaurant,https://thedealfirm.com/listing/growing-remodel-renovation-company/,adam gilman,thedealfirm.com,"December 23, 2025 by BBP 0 comments Growing Remodel/Renovation Company ← BACK TO LISTINGS PRINT LISTING → Price: $700,000 Location: North Carolina Industry: Construction Listing ID: RL00310 Listing Status: New Description This rapid growth of this renovation/construction company is consistent with the dynamics of one of the top real estate and economic growth areas in the nation. The business has been turned into a stable and profitable operation in a very short term, and the forward-looking book of business is substantial. Customer job down payments, and short job cycles keep working capital requirements substantially lower than general construction cycles. Asset investment is minimal. YOY growth rate of 42% shows no sign of slowing down. LISTING DETAILS Total Sales: $1,250,000 Cash Flow: $194,000 For more information on this listing, please complete our Non-Disclosure Agreement PLEASE FILL OUT OUR NDA → LISTING BROKER Carter Chill Phone: 919-525-4477 Email: carter.chill@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Fast Casual Indian Restaurant Now Available Previous Post High-End Travel Agency Now Available Next Post",active,2026-08-23T23:07:14.684888+00:00,2026-08-23T23:07:14.684888+00:00
cc5c543fb6d352b4,Pizza Delivery Will make you a lot of money in Memphis!,350000.0,350000.0,1300000.0,Manhattan Beach,CA,restaurant,https://thedealfirm.com/listing/pizza-delivery-will-make-you-a-lot-of-money-in-memphis/,adam gilman,thedealfirm.com,"April 5, 2023 by BBP 0 comments Pizza Delivery Will make you a lot of money in Memphis! ← BACK TO LISTINGS PRINT LISTING → Price: $550,000 Location: Memphis Industry: Restaurants and Other Eating Places Listing ID: RL00290 Listing Status: Sold Description The pizza industry is a $46-billion business!  Take your slice! It’s available to you with this pizza restaurant which has 75% in delivery.  The owner is about to expand his space to grow the sit-down portion of his business.  This pizza restaurant has be LISTING DETAILS Total Sales: $1,300,000 Cash Flow: $350,000 LISTING BROKER Adam Gilman DRE 01317380 Phone: 858-449-9996 Email: adam.gilman@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ North County Mexican Restaurant Now Available Next Post",sold,2026-08-23T23:07:14.688383+00:00,2026-08-23T23:07:14.688383+00:00
18591fd9d3ea34f6,Remodeling and Historic Restoration Business with Reputation of Quality Work and Consistent Sales,140000.0,140000.0,1500000.0,,AR,construction,https://thedealfirm.com/listing/remodeling-and-historic-restoration-business-with-reputation-of-quality-work-and-consistent-sales/,adam gilman,thedealfirm.com,"December 13, 2024 by BBP 0 comments Remodeling and Historic Restoration Business with Reputation of Quality Work and Consistent Sales ← BACK TO LISTINGS PRINT LISTING → Price: $525,000 Location: Arkansas Industry: Construction Listing ID: RL00307 Listing Status: New Description This long-standing remodeling and historic restoration business has a track record of profitability and sought after work.  The business has experienced staff and a wide subcontractor base, maintaining a reputation for excellent service and superior craftmanship.  Located in central Arkansas, the business is well positioned for growth and ease of servicing their reliable customer base.  A well-maintained website and developed social media presence showcases work and engages current and future customers.  The business has excellent books and records.  The owner is looking to retire.  Don’t miss out on this great opportunity to own one of Arkansas’s premier restoration and remodeling businesses. LISTING DETAILS Total Sales: $1,500,000 Cash Flow: $140,000 For more information on this listing, please complete our Non-Disclosure Agreement PLEASE FILL OUT OUR NDA → LISTING BROKER David Buboltz Phone: 501-613-0921 Email: david.buboltz@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Charming Italian Restaurant for Sale Previous Post Fashion Forward Opportunity Next Post",active,2026-08-23T23:07:14.690643+00:00,2026-08-23T23:07:14.690643+00:00
ce5fc5be3bcf3d30,Premier Swimming Pool and Spa Design-Build Firm in Southern California,207886.0,207886.0,1286884.0,,CA,automotive,https://thedealfirm.com/listing/premier-swimming-pool-and-spa-design-build-firm-in-southern-california/,adam gilman,thedealfirm.com,"June 26, 2026 by BBP 0 comments Premier Swimming Pool and Spa Design-Build Firm in Southern California ← BACK TO LISTINGS PRINT LISTING → Price: $490,000 Location: california Industry: Construction Listing ID: SD002357 Listing Status: New Description A 20-year plus established, referral-only swimming pool and spa design firm serving Orange, San Diego, Los Angeles, and Riverside Counties is now available. The business specializes in custom home pools and spa construction, working directly with architects and builders, plus residential remodels — with the owner personally overseeing every project from concept to completion, including full design services.  The company holds many national and local design awards, has been featured in numerous publications. A turnkey opportunity to acquire a well-known, award-winning brand with an established referral network in one of the country’s top luxury home markets. LISTING DETAILS Total Sales: $1,286,884 Cash Flow: $207,886 For more information on this listing, please complete our Non-Disclosure Agreement PLEASE FILL OUT OUR NDA → LISTING BROKER Tom Burns DRE 01859915 Phone: 949-280-4272 Email: tom.burns@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Turnkey Automotive Window Protection Business Certified 3M Pro Shop Previous Post Established Children's Boutique Now Available Next Post",active,2026-08-23T23:07:14.693910+00:00,2026-08-23T23:07:14.693910+00:00
4176370f27786695,Long standing and profitable circuit board manufacturer is well positioned for growth,238000.0,238000.0,896000.0,Manhattan Beach,CA,restaurant,https://thedealfirm.com/listing/long-standing-and-profitable-circuit-board-manufacturer-is-well-positioned-for-growth/,adam gilman,thedealfirm.com,"January 4, 2024 by BBP 0 comments Long standing and profitable circuit board manufacturer is well positioned for growth ← BACK TO LISTINGS PRINT LISTING → Price: $400,000 Location: Raleigh Industry: Computer and Electronic Product Manufacturing Listing ID: RL00295 Listing Status: Sold Description Profitable, established printed circuit board manufacturing company specializing in prototype, re-work, and OEM spec work, fully equipped workstation, Pick and Place high volume, and failure analysis tools. Located in Raleigh suburb. LISTING DETAILS Total Sales: $896,000 Cash Flow: $238,000 LISTING BROKER Carter Chill Phone: 919-525-4477 Email: carter.chill@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Popular Music and Dance School for Sale in North OC Previous Post Established Italian Restaurant in South OC Now Available Next Post",sold,2026-08-23T23:07:14.697329+00:00,2026-08-23T23:07:14.697329+00:00
9c6e89bac63bf6ef,Thriving Party and Tool Rental Business for Sale,400000.0,400000000000.0,310380.0,Manhattan Beach,CA,restaurant,https://thedealfirm.com/listing/thriving-party-and-tool-rental-business-for-sale/,adam gilman,thedealfirm.com,"May 6, 2025 by BBP 0 comments Thriving Party and Tool Rental Business for Sale ← BACK TO LISTINGS PRINT LISTING → Price: $400,000 Location: Orange County Industry: Other Services (except Public Administration) Listing ID: SD008815 Description For over 30 years, this party rental and tool equipment rental business has been a staple in South Orange County, serving the community’s diverse event and DIY needs. This is a rare opportunity to acquire not just one, but two thriving businesses in one: a party rental service and a tool equipment rental service, located in a prime location. This is a turn-key operation offering a seamless transition for an owner-operator or an investor looking to add a valuable asset to their portfolio. Don’t miss your chance to own a well-established business with a tremendous potential for growth and increased profitability. LISTING DETAILS Total Sales: $310,380 For more information on this listing, please complete our Non-Disclosure Agreement PLEASE FILL OUT OUR NDA → LISTING BROKER Tom Burns DRE 01859915 Phone: 949-280-4272 Email: tom.burns@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Thriving Coin Laundry for Sale in Long Beach Previous Post Seaside Restaurant Gem for Sale in Orange County Next Post",active,2026-08-23T23:07:14.699855+00:00,2026-08-23T23:07:14.699855+00:00
e91c2eb1966b77bd,Highly Profitable Self-Serve Yogurt Franchise for Sale,603787.0,108511.0,603787.0,Manhattan Beach,CA,restaurant,https://thedealfirm.com/listing/highly-profitable-self-serve-yogurt-franchise-for-sale/,adam gilman,thedealfirm.com,"August 9, 2023 by BBP 0 comments Highly Profitable Self-Serve Yogurt Franchise for Sale ← BACK TO LISTINGS PRINT LISTING → Price: $379,000 Location: San Diego Industry: Restaurants and Other Eating Places Listing ID: SD00459 Listing Status: Sold Description Highly profitable and well-established Self-Serve Yogurt Franchise is now available. Gross Revenues for 2021 were $603,787 with Sellers Discretionary Earnings of $108,511.08. The business enjoys a high visibility location within the center it serves and i LISTING DETAILS Total Sales: $603,787 Cash Flow: $108,511 LISTING BROKER Adam Gilman DRE 01317380 Phone: 858-449-9996 Email: adam.gilman@thedealfirm.com SEE ALL MY LISTINGS CONTACT LISTING BROKER Name * First Last Phone Email * Message This field is hidden when viewing the form Listing Title This field is hidden when viewing the form Listing ID This field is hidden when viewing the form Listing Office This field is hidden when viewing the form Broker Email Submit Δ Asset Sale for Conversion Previous Post OC Bike Business in Prime Location Next Post",sold,2026-08-23T23:07:14.703250+00:00,2026-08-23T23:07:14.703250+00:00
