account,broker_name,company_name,listings_url,city,state,active_listings,leaderboard_score
3374.0,bob young,acquisitionsdirect.com,https://acquisitionsdirect.com/buy/,royersford,pa,10.0,75.0
1021.0,kevin waide,business acquisitions by aprio,https://www.aprio.com/services/business-acquisitions-by-aprio/view-business-listings/,greenwood village,co,8.0,75.0
49780.0,ronnie tarulli,mox advisors,https://moxbiz.com/search/,miller place,ny,24.0,75.0
34591.0,trevor thielke,meritus group,https://meritus.group/businesses-for-sale/,sioux falls,sd,10.0,75.0
43062.0,jenn morin,trinity business brokers,https://tbb.biz/businesses-for-sale/,bangor,me,11.0,75.0
3500.0,mark laurie,property business brokers,https://www.businessbroker.net/listings/bfs_result.aspx?By=AdvancedSearch&r_id=33&ind_id=0&ask_price_l=&ask_price_h=&map_id=12&lcity=&keyword=&lst_no=&time=0&bprice=0&fresale=0&ownerfi=0&county_id=0,lithia,fl,12.0,74.0
1644.0,patricia grace,suncoast business brokers,https://suncoastbiz.net/search-businesses/,largo,fl,10.0,74.0
33451.0,peter garrod,wnc business brokerage,https://wncbusinessbrokerage.com/,asheville,nc,11.0,74.0
28828.0,jim conway,conway commercial group,https://www.conwaycommercial.com/business-opportunities/,providence,ri,10.0,74.0
13406.0,martin berliant,five star business brokers,https://fivestarbusinessbrokers.com/search-our-business-listings/,lake worth,fl,12.0,74.0
13915.0,randy sokol,sokol realty license #20174004026,https://businessesforsale.nebba.com/ohio/franklin-county/retail-business-real-estate/,columbus,oh,12.0,74.0
3105.0,stewart guthrie,the liberty group of nevada,https://www.thelibertygroupofnevada.com/businesses-for-sale/,reno,nv,10.0,73.0
15714.0,ramon sanchez-vinas,biz exit brokers & advisors,https://bizexitpro.com/businesses-for-sale/,johnson city,tn,11.0,73.0
711.0,gateway mergers & acquisitions,gateway mergers & acquisitions,https://www.gatewayma.com/available-listings,carrollton,tx,10.0,73.0
2505.0,"jim mayfield, mba",island business & commercial brokerage,https://www.islandbusinessbrokers.com/all-listings/,lihue,hi,10.0,72.0
28144.0,business sale,the schneider team,https://dwellwashington.com/recent-properties/,mclean,va,11.0,72.0
8546.0,pete harrison,"tampa business broker, inc.",https://tampabusinessbroker.com/hot-listings/,tampa,fl,8.0,72.0
38410.0,carl knickerbocker,broker,https://eca-ba.com/buy-a-business/,east aurora,ny,11.0,72.0
46476.0,eric ross,acquire business brokering,https://michiganbusinessbroker.com/listings/,pickerington,oh,11.0,72.0
44236.0,ryan roques,first choice business brokers - corona/ontario office,https://corona-ontario.fcbb.com/businesses-for-sale,corona,ca,10.0,72.0
6675.0,"mike feinman, managing partner",texas business brokers,https://texasbusinessbrokers.com/our-listings/,austin,tx,9.0,72.0
30502.0,brian godin,godin property brokers,https://godinpropertybrokers.com/ - List is per category,middlebury,ct,11.0,72.0
37835.0,"karen schorkopf- managing director, tn business brokers","tn business brokers group, llc",https://www.tennbusinessbrokers.com/business-for-sale,brentwood,tn,8.0,72.0
33741.0,ian lashley,tlg business broker,https://www.tlgbusinessbroker.com/blog-listings,ventura,ca,10.0,72.0
38913.0,joe liang,"ga business brokers, inc",https://www.gabusinessbrokers.com/businesses-for-sale/,atlanta,ga,10.0,71.0
24124.0,strategic business brokers group,american realty,https://businessbrokerphoenixaz.com/product-category/current-listings/,scottsdale,az,9.0,71.0
44597.0,michael migliore,realty gold team,https://atlantahomes.us/business-sales/,duluth,ga,8.0,71.0
558.0,steve cbi cfc,sperry-radekopf & associates,https://www.radcommercial.com/services/businesses-for-sale,charleston,sc,9.0,71.0
39346.0,larry blevins,american business brokers & consultants,http://www.americanbusinessbrokers.com/display-national.asp,colorado springs,co,9.0,71.0
3293.0,matt uhler,wci business brokers northern arizona,https://wcibusinessbrokers.com/business-listings/,prescott,az,10.0,71.0
2968.0,fred canada,the quincy group,https://thequincygroup.net/businesses_for_sale/,newcastle,wa,10.0,71.0
6454.0,"dustin zeher, cbi","horizon business brokers, llc",https://www.horizonbrokers.com/businesses-for-sale/,tyson's corner,va,8.0,70.5
29834.0,charles maimone,century 21 reilly realtors,https://c21reilly.idxbroker.com/idx/featured,berlin,nj,10.0,70.0
11084.0,david amarando,advanced brokers,https://advancedlaundrysystems.com/laundromat-brokerage/,brooklyn,ny,9.0,70.0
11472.0,otis florence,"business brokers & consultants, inc",https://bbrokers.com/businesses-for-sale/,louisville,ky,8.0,70.0
44149.0,moe & andrea bousaid,first choice business brokers orlando metro,https://orlandometro.fcbb.com/businesses-for-sale,orlando,fl,9.0,70.0
6388.0,michael song,ms commercial group,https://www.mscommercialgroup.com/businesslistings.html,dallas,tx,10.0,70.0
13416.0,autobizbrokers sales team,autobizbrokers,https://autobizbrokers.com/search-results/?status%5B%5D=&type%5B%5D=&states%5B%5D=,woodstock,ga,10.0,70.0
21209.0,chris barnard,marigold resources,https://www.bizbuysell.com/business-broker/chris-barnard/marigold-resources/14597/?bp_fat=true,davenport,ia,10.0,70.0
20997.0,gulambasir nagpuria,green star realty llc,https://www.greenstarrealty.biz/biz4sell/,burlington,ma,8.0,70.0
45656.0,vartan kebabjian,spk realty,https://spkrealty.com/businesses/,pasadena,ca,9.0,70.0
39356.0,bona kim,mergersus inc.,https://mergerscorp.com/listings/,new york,ny,10.0,70.0
13737.0,phil reese,west usa realty,https://www.philsellsbiz.com/listings/,scottsdale,az,9.0,70.0
44553.0,jeff engle,nj/ny business xchange,https://us.businessesforsale.com/us/agents/new-york-business-exchange,wantagh,ny,10.0,70.0
36529.0,ajeet singh,ajeet singh,https://www.mbbbiz.com/view_inventory.php,oakbrook terrace,il,10.0,70.0
31167.0,ann carter,premiere-1 business brokerage,https://number1businessbroker.com/search/,houston,tx,10.0,70.0
27273.0,javier castro,boston bay business brokers,https://www.baystatebusinessbrokers.com/businesses-for-sale-in-ma-nh-ct-ri/,westwood,ma,9.0,70.0
34579.0,sam tanner,the entrusted group,https://www.theentrustedgroup.com/businesses-for-sale.html,pasadena,md,9.0,69.0
33848.0,steve alexander,abbex inc,https://abbexinc.com/businesses-for-sale/,sarasota,fl,6.0,69.0
40855.0,jeffrey trent,prodigy business brokers,https://us.businessesforsale.com/us/agents/prodigy-business-brokers,allendale,nj,9.0,69.0
46287.0,matthew gorman,district business brokers,https://districtbusinessbrokers.com/listings,takoma park,md,9.0,69.0
27465.0,paul mcnally,central florida business brokerage,https://cfbb.biz/our-featured-listings/,altamonte springs,fl,7.0,69.0
13889.0,dean vacheresse (vash-er-es),dean vacheresse brokerage,https://www.vachergroup.com/buybizsell/,portland,or,8.0,69.0
28362.0,jeannie randolph,brio brokers group,https://www.briobrokers.com/listings,albuquerque,nm,9.0,69.0
42675.0,carlos cardenas,tcg business brokers,https://www.tcgbusiness.com/featured-listings,pembroke pines,fl,9.0,69.0
884.0,liberty exchange.com various brokers,libertyexchange.com network,https://libertyexchange.com/businesses-for-sale/,dallas,tx,9.0,68.0
89.0,country business inc.,"country business, inc.",https://www.countrybusiness.net/currentopportunities,brattleboro,vt,9.0,68.0
41630.0,michelle regner,business brokers of utah,https://businessbrokersofutah.com/businesses-for-sale/,salt lake city,ut,6.0,68.0
7291.0,stephen holzberg,steve holzberg,https://www.businessbroker.net/brokers/stephen-holzberg-culver-city-california-5863.aspx,culver city,ca,8.0,68.0
10708.0,"route brokers®, inc.","route brokers, inc.",https://www.routebrokers.com/routes-for-sale,great neck,ny,9.0,68.0
45764.0,russell carriere,first choice business brokers - east tennessee/nashville,https://nashville.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1,rockwood,tn,8.0,68.0
59.0,"ed settino, broker associate","new hampshire business sales, inc.",https://nhbizsales.com/businesses-for-sale/,concord,nh,9.0,68.0
30659.0,fnbc florida llc dba the business broker experts,the business broker experts,https://www.thebusinessbrokerexperts.com/buy-a-business/ - Need to sign up to view listing,delray beach,fl,9.0,68.0
2066.0,"jeffery e. merry, sr., mba, j.d.",the business house inc.,https://thebusinesshouseinc.com/businesses-for-sale/,gainesville,ga,8.0,68.0
22652.0,j jensen,jensmart,https://jensmartconsulting.com/franchises.asp,wilmington,nc,9.0,68.0
45376.0,"diane ho, cbb",sellbuybrokers corporation,https://sellbuybrokers.com/listings/,santa clara,ca,9.0,68.0
39431.0,jason hubler,"ess business services, llc",https://ess-business.com/businesses-for-sale/,york,pa,7.0,68.0
34845.0,"steve santens -- abi, cbi, sva,",montana 406 business brokers inc,https://montana406businessbrokers.com/businesses-for-sale/,whitefish,mt,9.0,68.0
21819.0,randy singh,franbiz network/cjk,https://www.franbiznetwork.com/listings/,pleasant hill,ca,9.0,68.0
34330.0,yorixela hurtado-gentile,bfs realty group inc,https://bfsglobalgroup.com/en/business-for-sale/,weston,fl,8.0,68.0
14923.0,rebecca walker-jones,old inc business brokers,https://oldincsellsbusinesses.com/current-business-for-sale/,huntsville,al,4.0,68.0
40264.0,sam ali,lonestar business advisor,https://www.bizbuysell.com/brokerdirectory/Profile/ViewAllListings.aspx?J=b&I=40264,carrollton,tx,6.0,68.0
8509.0,stefan lagmark,alamo brokers of texas,https://alamobrokersoftexas.com/properties-for-sale,san antonio,tx,9.0,68.0
42841.0,rocco gallelli,prominent business brokers llc,https://www.businessbroker.net/listings/bfs_result.aspx?By=AdvancedSearch&r_id=33&ind_id=0&ask_price_l=0&ask_price_h=99000000&map_id=12&lcity=&keyword=&lst_no=&time=&bprice=0&fresale=0&ownerfi=0&county_id=,philadelphia,pa,8.0,68.0
21224.0,david bandars,rpr business associates,https://www.bizbuysell.com/business-broker/david-bandars/rpr-business-associates/14610/?bp_sreg=43&bp_cpg=#bdProfileTabs,la vista,ne,9.0,68.0
692.0,"cris maragos, cbi, cbb, lifetime cbi",tm business brokers,https://tmbusinessbrokers.com/listings,pittsburgh,pa,6.0,68.0
5506.0,jeffrey shelly,onesource business solutions llc,https://onesbs.com/businesses-for-sale/,lancaster,pa,8.0,68.0
27749.0,marlene sundquist behlman,the torch team,https://thetorchteam.com/buy-a-business/,tampa,fl,9.0,68.0
19781.0,tony alqam,a&m realty,https://www.stlbroker.net/index.php/listing/for-sale-properties,saint peters,mo,9.0,68.0
3317.0,sy sebastianelli,sy sebastianelli & associates,https://broker.businessmart.com/scrantonbusinessbrokers?owner=1,scranton,pa,9.0,68.0
33042.0,dan daniel,rvabb - mid atlantic states leader with 98 5-star reviews and counting,https://www.bizbuysell.com/business-broker/dan-daniel/rvabb-mid-atlantic-states-leader-with-98-5-star-reviews-and-counting/25899/?is_pseo=1&gclid=Cj0KCQjw5-WRBhCKARIsAAId9Fls4-5oUL0OuD3nkixIibvoJ06O73UBYv2it3_JS1BqykpBkZmpr1saAnCWEALw_wcB,glen allen,va,16.0,67.5
20141.0,"curtis cochran ph.d., d.m., m.sc., mba, pbc",cochran consulting llc,https://www.ccochranconsulting.com/business-listings-1.html,riverside,ca,7.0,67.0
36609.0,jason savedoff,filament business advisors,https://filamentbusinessadvisors.com/businesses-for-sale/,richmond,va,8.0,67.0
23523.0,fred beck,fred beck & associates llc,http://www.fredjbeck.com/business.html,angola,in,8.0,67.0
40415.0,shane keegan,vested business partners,https://www.bizbuysell.com/business-broker/shane-keegan/vested-business-partners/32746/?bp_sreg=23&bp_cpg=&bp_scity=largo,st petersburg,fl,8.0,67.0
2983.0,"john vassiliades, designated managing broker",j. vassiliades & company,https://laundry-broker.myshopify.com/collections/coming-soon -- Needs log in,river forest,il,8.0,67.0
40600.0,carolyn ryan,main ascent | business brokers & advisors,https://mainascent.com/businesses-for-sale/,louisville,co,7.0,67.0
1569.0,"david j sweeten, cpa, cbi, lreb, bcb","business brokers of texas, inc.",https://www.bizbuysell.com/business-broker/david-j-sweeten-cpa-cbi-lreb-bcb/business-brokers-of-texas-inc/484/,kerrville,tx,8.0,67.0
8337.0,valori mejia,desert business brokers,https://www.desertbusinessbrokers.com/index.php/listings,phoenix,az,7.0,66.0
31844.0,nirvail singh,western singh brokers,https://californiabusinesssale.com/search-results/?,modesto,ca,8.0,66.0
13721.0,"dana p. cole, cbi, cbb",sound business brokers of arizona,https://tucsonbusinessbroker.com/businesses-for-sale,tucson,az,8.0,66.0
41067.0,yazan ibrahim,first american brokers,https://firstamericanbrokers.com/listings,rocklin,ca,8.0,66.0
5347.0,gerry houlihan,houlihan business brokers inc.,https://houlihanbusinessbrokers.net/current-listings/,bronxville,ny,8.0,66.0
33735.0,barry rosayn,realty masters,https://propertymanage.biz/realtymasters/rentals/listings -- Needs to fill out form,fort lauderdale,fl,8.0,66.0
24723.0,tim dalton,integra business brokers,https://integrabrokers.com/businessesforsale/,martinez,ga,8.0,66.0
5662.0,peter j. poulopoulos,realpoul realty,https://realpoul.com/businesses-for-sale/,chicago,il,8.0,66.0
36662.0,joshua carnes,lion business advisors ltd.,https://lionbusinessbrokers.com/business-for-sale/,austin,tx,6.0,66.0
6259.0,robert mitchell,premium mergers & acquisitions,https://premiummergers.com/businesses-for-sale/,"guelph, ontario",on,7.0,66.0
15125.0,les veil,next level business advisors,https://www.bizbuysell.com/brokerdirectory/Profile/ViewAllListings.aspx?J=b&I=15125&m_dmr=1,schaumburg,il,7.0,66.0
5681.0,john oberg,allen & young business brokerage,https://www.allenandyoung.com/businesses-for-sale/,tucson,az,8.0,66.0
17635.0,mike riccardi,m. riccardi agency inc.,https://riccardiagency.com/business/,langhorne,pa,8.0,66.0
2758.0,michelle webster,"business brokerage & finance, llc",http://bbfbrokers.com/all%20listings.html,ann arbor,mi,8.0,66.0
34447.0,stillwell rx,stillwell rx,https://stillwellrx.com/listing/businesses-for-sale/,nashville,tn,8.0,66.0
40116.0,john bartlett,brentwood growth corp,https://www.brentwood-growth.com/buying-a-home-services-business/,bernardsville,nj,8.0,66.0
2640.0,thomas w. kerchner,bmi mergers & acquisitions,https://www.bmimergers.com/transactions/current-engagements/,philadelphia,pa,7.0,66.0
35339.0,"chris springfield, cbi, cm&aa, pmp","springfield strategies, llc",https://springfieldstrategies.com/businesses-for-sale,smyrna,ga,6.0,65.0
22615.0,"jeff cbi, cm&ap",emerald coast business intermediaries,https://www.ecbrokers.com/listings-for-sale/,destin,fl,7.0,65.0
2557.0,richard s. burgess,priority business acquisitions inc.,https://pbabroker.com/listings/,lawrenceville,ga,7.0,65.0
6472.0,michael greene,sam goldenberg & associates,https://samgoldenberg.com/business-listings/,santa fe,nm,7.0,65.0
45939.0,russell kitzberger,kw commercial & business brokerage group seven hills realty,https://www.crebbgroup.com/business-brokerage-listings,cincinnati,oh,7.0,65.0
10944.0,mike kane,top florida business brokers,https://www.bizbuysell.com/business-broker/mike-kane/top-florida-business-brokers/5298/?is_pseo=1,wesley chapel,fl,6.0,65.0
38762.0,matthew laslo,lbrokers,https://www.businessbroker.net/listings/bfs_result.aspx?By=AdvancedSearch&r_id=33&ind_id=0&ask_price_l=&ask_price_h=&map_id=12&lcity=&keyword=&lst_no=&time=0&bprice=0&fresale=0&ownerfi=0&county_id=0,tampa,fl,7.0,65.0
38807.0,johnnie shamoun,johnnie shamoun,https://sbboca.com/businesses-for-sale/,simi valley,ca,7.0,65.0
17418.0,alex vantarakis,the vant group,https://www.thevantgroup.com/businesses-for-sale/,dallas,tx,7.0,65.0
2831.0,"terry tretta, pllc",azbusinessbroker.com american realty brokers,https://www.bizbuysell.com/business-broker/terry-tretta-pllc/azbusinessbroker-com-american-realty-brokers/970/?is_pseo=1&is_pseo=1,phoenix,az,7.0,65.0
3190.0,scot cockroft,sigma mergers & acquisitions llc.,https://sigmamergers.com/businesses-for-sale/,dallas,tx,7.0,64.0
942.0,primesite business brokers,primesite business brokers,https://primesitebusiness.com/listings/,wellesley,ma,7.0,64.0
17329.0,eddy a. dingman,national acquisitions & investment group llc,"https://naigllc.com/midwest-rv-center-sales-service/

https://naigllc.com/midwest-restaurant-marina-property-business/

https://naigllc.com/midwest-marina-satellite-facility/",chicago,il,6.0,64.0
11598.0,harriet karlin,njbizbuysell,https://njbizbuysell.com/listings,rockaway,nj,7.0,64.0
31687.0,"michelle seiler tucker m&ami, csba, cbb",seiler tucker incorporated,https://seilertucker.com/buy-a-business/for-sale/,new orleans,la,7.0,64.0
3177.0,cecil e. martin,access business advisors,https://accessbusinessadvisors.com/greenville-sc/view-all-listings/,greenville,sc,7.0,64.0
3758.0,daniel puciato,"atlantic business brokerage, inc.",https://www.atlanticbusinessbrokerage.com/listings/,lutherville timonium,md,7.0,64.0
819.0,joe howard,kingsley group business brokers,https://www.kingsleybrokers.com/current-listings,springfield,mo,7.0,64.0
20854.0,"orlando rivera, j.d.",aspira business brokers & advisors,https://aspirabrokers.com/listings-bbs/,cherry hill,nj,6.0,64.0
23998.0,hank beresin,"first street business brokers, llc",https://www.firststreetbusinessbrokers.com/opportunities/,portsmouth,nh,7.0,64.0
2750.0,davidson business investments,davidson business investments inc.,http://www.godbi.com/Business-for-sale.html,charlotte,nc,7.0,64.0
42035.0,allen faradineh,pacific merger group,https://www.pacificmergergroup.com/business-for-sale-listings,allen,tx,6.0,64.0
34789.0,karen muller,"cannabis business brokers, inc",https://cannabis-brokers.com/,san diego,ca,7.0,64.0
27726.0,david enos,amd business brokers,https://amdbizbrokers.com/current-listings/,unknown,unknown,7.0,64.0
19640.0,alexander neyman,sro164400,https://cabi.coloradobusinesses.com/california/pasadena/other-service-business-assets-for-sale/,pasadena,ca,5.0,64.0
23200.0,"dr.denis burke, dba mba",business broker world,https://www.businessbrokerworld.com/listings/,bradenton,fl,7.0,64.0
12117.0,"peter goodman, cbi, cmap",goodman and company business brokers,"https://goodmanonline.com/small-sized-businesses-for-sale/

https://goodmanonline.com/middle-market-sized-businesses-for-sale/",sudbury,ma,6.0,63.0
6596.0,will ferguson,baltimore washington business brokerage,https://bwbrokerage.com/businesses-for-sale,glen burnie,md,6.0,63.0
34085.0,bill grunau,pacific business brokers,"https://www.pbsbrokers.com/businesses/?_sft_status=for-sale,escrow,in-contract",irvine,ca,6.0,63.0
37879.0,wilson archer,"business resource, llc",https://businessresource.com/businesses-for-sale/,birmingham,al,6.0,63.0
38674.0,joshua olshin,auction advisors,"https://auctionadvisors.com/real-estate/

https://auctionadvisors.com/business-commercial-assets/",new york,ny,5.0,63.0
20604.0,jeff hofflander,advantage business brokers,https://advantagebusinessbrokers.com/businesses-for-sale/ -- Need to fill out a form,omaha,ne,5.0,63.0
24153.0,"brian s. mazar, mba, cbi",american fortune business sale-business broker services,https://www.fortunebta.com/businesses-for-sale/,louisville,ky,6.0,63.0
32142.0,"david seay, ccim, bic",the brokerage real estate & business brokerage,https://www.thebrokerageyouwinhere.com/new-real-estate-listings,mount pleasant,sc,6.0,63.0
17520.0,"tim cunha, j.d.",an evergreengold business broker,https://evergreengold.com/business-for-sale-listings/,palo alto,ca,5.0,63.0
48013.0,james mcgeehan,ensure capital,https://ensurebb.com/businesses-for-sale-georgia,annandale,va,8.0,62.5
32164.0,john & eileen prudhont,"the business brokers, llc. in nv. & the business brokers, inc. in ca",https://www.thebusinessbrokersllc.com/business,las vegas,nv,5.0,62.0
40897.0,"gerard iii cbi, m&ami, cmap, bca mba/jd",shark team brokered by lpt realty,https://sharkteamflorida.com/businesses-for-sale/,destin,fl,4.0,62.0
32905.0,jeff chapman eisnaugle,business broker colorado,https://www.findbusinesssale.com/colorado-businesses-for-sale,denver,co,5.0,62.0
46745.0,chris gordon,atlas business brokers,https://atlasbrokers.net/businesses-for-sale/,aurora,co,28.0,62.0
40833.0,andrew carney,endeavor business brokers,https://www.endeavorbusinessbrokers.com/buyers/businesses-for-sale/,pottstown,pa,6.0,62.0
19433.0,"joel f. duran, cm&aa, m&ami, cm&ap, cepa, cmsbb",duran advisors,https://duranadvisors.com/buying/businesses-for-sale/,metairie,la,5.0,62.0
6693.0,simon kim,simon kim realty,https://www.loopnet.com/commercial-real-estate-brokers/profile/simon-kim/jjdrnf6b#listings-section,aurora,co,6.0,62.0
28691.0,shanna caravella,del lingco international business brokers,https://dellingco.com/businesses-for-sale/,unknown,unknown,6.0,62.0
35059.0,pete castrichini,financial business brokers,https://www.massbizbrokers.com/businesses-for-sale.html,unknown,unknown,6.0,62.0
28821.0,david heinz,heinz business group,https://heinzbusinessgroup.com/listings/,palatine,il,6.0,62.0
43725.0,kevin murray,businesssellercenter.com,https://businesssellercenter.com/listings,cheshire,ct,5.0,62.0
29166.0,david rummell,"apex brokerage, inc",https://theapexbrokerage.com/?ct_keyword&ct_city=0&ct_state=0&ct_zipcode=0&search-listings=true&ct_property_type=business&ct_ct_status=0&ct_beds=0&ct_baths=0&ct_price_from&ct_price_to&ct_sqft_from&ct_sqft_to&ct_lotsize_from&ct_lotsize_to&ct_community=0&ct_mls,tampa,fl,6.0,62.0
2493.0,jorge couto,business exchange network,https://bizxnetwork.com/businesses-for-sale/ -- Needs to fill out,round rock,tx,6.0,62.0
23702.0,"randy hendershot, cbb",evolution advisors,https://evobizsales.com/businesses-for-sale/,roseville,ca,6.0,62.0
25682.0,"clint cm&ap, m&ami",bison business,https://bisonbusiness.com/marketplace/,kerrville,tx,6.0,62.0
18255.0,dennis hansmann,american business acquisitions inc.,https://abausa.com/businesses-for-sale/,chicago,il,6.0,62.0
33453.0,kevin call,kelly & call business brokerage,"https://www.kellyandcall.com/commercial-properties

https://www.kellyandcall.com/business-aquisitions",flagstaff,az,5.0,62.0
45118.0,adam marley,first choice business brokers kentucky,https://kentucky.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1,louisville,ky,6.0,62.0
5934.0,justin ryder,bluegrass business advisors,https://bluegrassbusinessadvisors.com/current-engagements/,lexington,ky,6.0,62.0
44784.0,rob formanek,best advisors,https://www.bestadvisorsne.com/,omaha,ne,6.0,62.0
34983.0,michael schnur,dirigo business group of maine,https://www.dirigobusinessgroup.com/listings,portland,me,6.0,62.0
40705.0,"tina zeng, mba, chinese speaking",zeal business brokers,https://zealbusinessbrokers.com/business-for-sale/,irvine,ca,5.0,61.0
16217.0,mia caetano johnson,johnson commercial properties; northeast campground brokers,https://necampgroundbrokers.com/listings/,saunderstown,ri,5.0,61.0
7594.0,aaron muller,advantage commercial brokers,https://www.acbrokersinc.com/bussop-buybus.php - Needs sign up,las vegas,nv,5.0,61.0
4062.0,david hopper,kentuckybusinessbroker.com and tennessee,https://kentuckybusinessbroker.com/businesses-for-sale/,bowling green,ky,5.0,61.0
45636.0,steve anderson,anderson commercial group,https://www.andersoncommercialgroup.com/brokerage/property-search,new berlin,wi,4.0,61.0
39323.0,dave britton,lobo business sales llc,https://lobobusinesssales.com/welcome,tampa,fl,5.0,61.0
22863.0,chris gerard,intermountain business brokers llc,https://intermountainbusinessbrokers.com/businesses-for-sale-2,littleton,co,5.0,61.0
42573.0,ben leonard,ecom brokers,https://www.ecombrokers.co.uk/all-listings,edinburgh,unknown,5.0,61.0
19192.0,central coast business brokers,central coast business brokers,https://ccbusinessbrokers.com/#9ef228c4-c4c1-4467-947c-47183abfa36a,san luis obispo,ca,5.0,61.0
7095.0,matt fitzgibbon,"fitzgibbon alexander, inc.",https://fitzgibbonalexander.com/business-buyer-info/,orlando,fl,5.0,61.0
38492.0,christian alavi,green bridge advisors,https://greenbridgebrokers.com/listings/,red cliff,co,5.0,61.0
793.0,lawrence moore,"gai: gibson and associates, inc.",https://gai.services/businesses-for-sale/,pensacola,fl,4.0,60.0
31757.0,peter sideris,century 21 rauh & johns,https://century21rauhandjohns.com/listings/brokerage-active-listings,sewell,nj,5.0,60.0
3319.0,matt wochele,"preferred business brokers, inc.",https://preferredbrokers.com/listings/,atlanta,ga,5.0,60.0
40571.0,juliet carafello,first choice business brokers of manhattan,https://fcbb.com/businesses-for-sale?page=1,unknown,unknown,5.0,60.0
42094.0,mike saedlo,mike saedlo,https://www.svbusinessbroker.com/business-listing/,lovettsville,va,5.0,60.0
41597.0,andrew mccrady,crest realty,https://crestrealtyutah.com/category/business-sale/,south ogden,ut,5.0,60.0
42704.0,jason sanders,first midwest advisors,https://firstmidwestadvisors.com/businesses-for-sale/,clarklake,mi,5.0,60.0
42292.0,lamar rutherford,excellens solutions,https://www.excellenssolutions.com/business-listings,la jolla,ca,5.0,60.0
43257.0,james shin,sk realty,https://businessforsaleinsandiego.com/businesses-for-sale#SearchAvailableBusinesses?sort=FeaturedLocalBusinesses&page=1,queen creek,az,5.0,60.0
34799.0,brad ruth,glba business advisors brokered by exp commercial,https://glbainc.com/businesses-for-sale/,stow,oh,3.0,60.0
4989.0,tima bella baychorova,integrity business brokers,https://www.ibbfl.com/business-search/,st. petersburg,fl,4.0,60.0
16037.0,jim aiello,aiello business brokers inc.,https://www.aiellobrokers.com/pcategory/businesses-for-sale/,granbury,tx,5.0,60.0
13948.0,bill sivell,liberty business brokers of ontario,https://libertybusinessbrokersofontario.com/listings/,windsor,on,4.0,60.0
17144.0,eric feldman,feldman brokerage and consulting,https://feldmanbrokerage.com/buy-a-laundromat.html,plainview,ny,5.0,60.0
16310.0,lauren drummond dale,coastal consultants llc,https://www.coastalconsult.org/businesses-for-sale/,biloxi,ms,4.0,60.0
567.0,"jeff adam, pe, bcb, mcbc, cbb, frc","adam noble group, llc",https://www.xlbusinessbrokers.com/buy-a-business/,arlington,tx,4.0,60.0
38405.0,michael korizno,atlantic business alliance,https://www.atlanticbizalliance.com/listings.html,mount pleasant,sc,4.0,60.0
23288.0,diana espino,xl business brokers llc,https://www.xlbusinessbrokers.com/buy-a-business/,miami,fl,5.0,60.0
44392.0,mark zambito,berkshire hathaway homeservices western new york properties,https://www.bhhswny.com/search?SearchType=Empty&PropertyType=1%2C2&ApplicationType=FOR_SALE%2CFOR_RENT&ListingStatus=1&NewListing=false&Sort=PRICE_DESCENDING&PageSize=32&Page=1&isAgentPage=false&isFranchisePage=true&franchiseeCode=NY314,medina,ny,5.0,60.0
39259.0,aaron kricher,"michigan business advisors, llc",https://mibusinessadvisors.com/current-listings/,traverse city,mi,5.0,60.0
44726.0,david glickman,keystone real estate advisors,https://keystoneadvisors.co/property-listings/,pittsburgh,pa,5.0,60.0
45195.0,roschard paticchio-stein,penthouse advisors inc,https://penthouseadvisors.com/restaurants-for-sale-los-angeles-county/,santa monica,ca,5.0,60.0
247.0,"bonaventure wakam, cbb, cbi",kham inc,https://khaminc.com/businesses-for-sale/,ventura,ca,5.0,60.0
39857.0,jerry pape,rba,https://www.resultsba.com/omaha-business-listings/?statuses=ACTIVE,unknown,unknown,5.0,60.0
28328.0,jeff manera,tc business brokers,https://tcbusinessbrokers.com/featured-listings/,stuart fl,fl,5.0,60.0
15141.0,michael norman,the cba group,https://thecbagroup.com/businesses-for-sale/,cornelius,nc,5.0,60.0
37459.0,paige mansfield,premier commercial,https://premiercommercial.biz/residential-searches/our-listings/,eastham,ma,4.0,59.0
2308.0,marc williams,charleston business brokers,https://www.charlestonbusinessbrokers.com/businesses-for-sale/,charleston,sc,4.0,59.0
41334.0,seth r. blackburn,bridgeworth & associates,https://www.bridgeworthandassociates.com/buy-business#Businessesforsale,lexington,sc,4.0,59.0
30904.0,paul evans,beehive buisness brokers,https://beehivebusinessbrokers.com/search/,kamas,ut,4.0,59.0
42740.0,kenny liu,realest group,https://realestgroup.com/active-business-listings,alhambra,ca,4.0,59.0
13794.0,ben sutterlin,corporate equity/ empire business,https://www.businessbrokerclevelandoh.com/businesses-currently-for-sale-cleveland-oh,cleveland,oh,4.0,59.0
41211.0,scott dumas,papyrus business solutions,https://www.papyrusbusinesssolutions.com/real-estate,syracuse,ny,4.0,59.0
6569.0,tim overman,"watson commercial realty, inc.",https://watsoncommercial.com/business-for-sale,jacksonville,fl,4.0,59.0
16644.0,tony torella,excelsior business group llc,https://www.excelsiorbusinessgroup.com/business-for-sale.asp,new york,ny,4.0,59.0
46157.0,woody howell,real estate of america,https://reoarealty.idxbroker.com/idx/map/mapsearch,allentown,pa,4.0,59.0
